79,1,2.957913574045181,1.6898260464193837,3.6169860674977787,-1.948992,-0.861096,-1.246584,1.354971,-0.231296,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,2,3.146255379605108,1.287923208929831,2.1197442491552905,-1.943462,-0.850214,-1.224733,1.370918,-0.2273,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,3,3.2363246640470833,0.9034102152469182,1.2798332849364427,-1.950127,-0.853214,-1.22534,1.331156,-0.211596,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,4,3.2437777375304018,0.9034198673227918,1.2842798499383419,-1.94835,-0.840831,-1.193502,1.391343,-0.199401,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,5,3.2409145461062616,0.9097117812866944,1.275603644629765,-1.944598,-0.844583,-1.164203,1.36594,-0.246512,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,6,3.2455917375417935,0.9168650028955098,1.2284120197273904,-1.941883,-0.823945,-1.180757,1.40664,-0.253773,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,7,3.2430855190299868,0.9187940386297319,1.223411027847931,-1.940846,-0.843456,-1.205422,1.382175,-0.215348,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,8,3.2478758851682286,0.9098138359973537,1.237275479647769,-1.949289,-0.854151,-1.218886,1.377485,-0.209963,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,9,3.238185957343649,0.905181411756927,1.234138516346266,-1.946475,-0.873476,-1.252269,1.359298,-0.276531,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,10,3.232489226345022,0.9001374913247914,1.2309103607112124,-1.947314,-0.876853,-1.276602,1.355546,-0.231296,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,11,3.2354438388134934,0.8907954717008747,1.231726998575653,-1.948252,-0.87873,-1.283775,1.394082,-0.185123,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,12,3.2401108289658604,0.8853284828969813,1.254821522197175,-1.945438,-0.869725,-1.279748,1.358723,-0.235743,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,13,3.2402264760991093,0.8881552743210578,1.2310370885394744,-1.942525,-0.872163,-1.27285,1.381887,-0.258707,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
79,14,3.2326096832999975,0.8963754229673323,1.2361180070978555,-1.948992,-0.869724,-1.255689,1.345227,-0.219101,0.14,0.05,0,1.95,14.35,0,9.89,13.88,0,10.35,0.11,0,0.05,6.96,0,10.36,7.91,1.05,1014.410210250747,3.2,0.8,0.77
