,Actual,Predicted
31,[0.8  2.4  1.77],[0.78249216 2.4227057  1.7992113 ]
32,[4.   0.8  2.17],[4.010074  0.8015815 2.2105198]
33,[2.4  0.8  2.17],[2.3985705 0.7952939 2.176046 ]
34,[2.4  1.6  0.77],[2.4277723  1.5942037  0.82274234]
35,[2.4  4.   0.77],[2.4263055  4.002117   0.78778195]
36,[2.4  4.   1.57],[2.4078457 4.0008593 1.6246132]
37,[3.2  1.6  0.17],[3.2211394 1.5859041 0.1431427]
38,[2.4  4.   1.17],[2.4203715 3.988719  1.2606475]
39,[2.4  3.2  0.97],[2.3962111 3.1759048 0.9736366]
40,[3.2  3.2  0.17],[3.2155843  3.2041082  0.32685357]
41,[2.4  2.4  1.97],[2.4011002 2.4006355 2.017537 ]
42,[4.   2.4  1.97],[3.9717834 2.3971093 1.9869545]
43,[3.2  1.6  1.57],[3.0908654 1.7208908 1.4166532]
44,[2.4  2.4  0.57],[2.409957  2.393773  0.6131526]
45,[2.4  1.6  0.77],[2.4161735 1.5701983 0.7871921]
46,[2.4  0.8  1.37],[2.4120991 0.7812184 1.4504497]
47,[0.8  4.   1.77],[0.80880976 4.014438   1.7408028 ]
48,[3.2  1.6  0.17],[3.1859846  1.5834044  0.12649703]
49,[3.2  4.   0.17],[3.2130544  4.0044866  0.28334045]
50,[3.2  4.   1.17],[3.192996  3.9809084 1.2944462]
51,[3.2  4.   0.37],[3.2154453  3.9958997  0.38091433]
52,[4.   0.8  1.97],[4.019638  0.7987906 2.0119972]
53,[0.8  3.2  2.17],[0.7946819 3.1993198 2.0809178]
54,[1.6  0.8  1.97],[1.5995629  0.84998083 2.2162185 ]
55,[2.4  1.6  0.37],[2.4414248 1.7935987 0.6124421]
56,[4.   4.   0.97],[4.016718  3.987615  1.0192523]
57,[3.2  1.6  1.97],[3.2321608 1.5677484 1.9649512]
58,[1.6  0.8  1.57],[1.61347    0.84809387 1.7578999 ]
59,[1.6  3.2  0.57],[1.6084334 3.1996841 0.4124112]
60,[2.4  3.2  1.97],[2.3917236 3.2202952 2.0099673]
61,[2.4  3.2  0.57],[2.3986464 3.1921463 0.5693037]
62,[4.   3.2  1.97],[4.0195765 3.1919222 1.9201607]
63,[4.   0.8  1.17],[4.004971  0.7842119 1.2048517]
64,[2.4  2.4  2.17],[2.4048998 2.390605  2.2916949]
65,[4.   0.8  1.77],[4.0148325  0.80796397 1.811864  ]
66,[2.4  0.8  1.77],[2.3908973  0.81054735 1.7797506 ]
67,[3.2  1.6  0.77],[3.212407  1.6131974 0.8239948]
68,[4.   4.   1.17],[4.026518  4.0036216 1.2568289]
69,[0.8  0.8  1.17],[0.8834059 0.8052846 1.2905846]
70,[2.4  1.6  1.37],[2.4074984 1.5420692 1.4212824]
71,[2.4  0.8  0.97],[2.393989  0.8084215 0.9286107]
72,[2.4  0.8  1.77],[2.371804  0.8255279 1.8157806]
73,[4.   0.8  1.37],[4.0044007  0.80343926 1.361913  ]
74,[2.4  3.2  0.97],[2.4077969  3.1935658  0.99304396]
75,[3.2  2.4  0.77],[3.2317472 2.3939815 0.8119905]
76,[1.6  3.2  1.77],[1.588546  3.1984875 1.7203922]
77,[0.8  1.6  1.17],[0.8112309 1.6071513 1.2658303]
78,[0.8  1.6  0.77],[0.8094516  1.5993748  0.79514027]
79,[1.6  3.2  0.17],[1.5759182  3.2037811  0.37419105]
80,[3.2  1.6  0.97],[3.1901507 1.6080887 1.0175296]
81,[1.6  2.4  1.37],[1.5960501 2.391853  1.3526604]
82,[3.2  0.8  1.57],[3.1975038 0.808784  1.6265748]
83,[3.2  1.6  1.17],[3.2143064 1.5709023 1.2440844]
84,[3.2  3.2  1.37],[3.2042775 3.1756902 1.3753649]
85,[1.6  3.2  0.17],[1.5743169  3.201715   0.04466701]
86,[0.8  0.8  1.97],[0.7996137 0.8066733 2.0733826]
87,[4.   4.   0.77],[3.9664874 4.038747  0.3181963]
88,[4.   4.   0.77],[4.0197334  3.9977007  0.77610815]
89,[2.4  2.4  1.97],[2.385913  2.3980093 2.026462 ]
90,[3.2  4.   2.17],[3.1946828 4.0068893 2.254736 ]
91,[4.   0.8  1.97],[4.004187  0.7952659 2.0078611]
92,[1.6  1.6  1.37],[1.6067196 1.6140062 1.4247885]
93,[4.   2.4  2.17],[4.0394197 2.394104  2.1724358]
94,[2.4  3.2  0.17],[2.3843231 3.1929734 0.3289101]
95,[3.2  2.4  0.17],[3.2366903  2.4040792  0.13149625]
96,[4.   1.6  1.57],[4.00377   1.5994045 1.5925355]
97,[3.2  4.   2.17],[3.2197149 3.9967952 2.2450604]
98,[0.8  3.2  0.37],[0.79252076 3.211472   0.17731303]
99,[0.8  4.   0.57],[0.8259505  4.0187593  0.56552446]
100,[3.2  0.8  0.17],[3.2095056  0.7897576  0.17537808]
101,[0.8  1.6  0.37],[0.8305931  1.6336569  0.37648064]
102,[4.   3.2  0.37],[3.9905615  3.1925278  0.37725967]
103,[0.8  4.   0.77],[0.8151387 4.0052614 0.7515298]
104,[2.4  4.   0.97],[2.4125566 4.0013843 1.2358756]
105,[1.6  3.2  1.97],[1.5746974 3.205161  1.927017 ]
106,[4.   0.8  1.97],[4.0280976  0.80258477 2.0265467 ]
107,[4.   3.2  1.37],[3.982799  3.1937118 1.4007537]
108,[3.2  0.8  0.17],[3.196233   0.806296   0.17455286]
109,[2.4  1.6  1.77],[2.4230921 1.595654  1.8193166]
110,[3.2  0.8  0.17],[3.1983492  0.8061143  0.17840731]
111,[3.2  0.8  1.77],[3.221498  0.7823299 1.8210025]
112,[1.6  1.6  0.97],[1.6011976 1.6161915 0.8754411]
113,[4.   2.4  0.17],[3.994361   2.4053268  0.20041358]
114,[1.6  4.   0.37],[1.5905107  4.0180955  0.33321285]
115,[0.8  3.2  0.57],[0.7977073  3.2003255  0.25277734]
116,[2.4  2.4  0.97],[2.3962085 2.3995185 1.0259149]
117,[0.8  4.   1.37],[0.8167913 3.9872446 1.3569689]
118,[1.6  1.6  1.37],[1.5980421 1.6156753 1.4356139]
119,[2.4  0.8  0.57],[2.4316463  0.781829   0.57439256]
120,[1.6  1.6  1.17],[1.6061418 1.6216581 1.3045083]
121,[3.2  3.2  0.37],[3.218446  3.2038255 0.385737 ]
122,[0.8  3.2  1.97],[0.6843412 3.237421  1.8786739]
123,[1.6  0.8  0.57],[1.6819952 0.8257009 0.7281141]
124,[2.4  1.6  0.37],[2.4154363 2.611263  1.4175117]
125,[0.8  3.2  1.57],[0.7789351 3.1979365 1.2749705]
126,[1.6  3.2  1.57],[1.655556  3.1505105 1.5967602]
127,[4.   2.4  1.97],[3.9996252 2.4076927 1.9872727]
128,[0.8  2.4  1.17],[0.793437  2.4044876 1.1727182]
129,[2.4  3.2  0.77],[2.4039702  3.2019982  0.80510914]
130,[0.8  3.2  1.57],[0.8159363 3.185776  1.2990236]
131,[4.   3.2  1.57],[3.9872465 3.1730518 1.4001017]
132,[0.8  1.6  1.17],[0.8424294 1.5616888 1.2492313]
133,[4.   0.8  1.57],[4.0168924 0.7968651 1.5870138]
134,[2.4  1.6  0.37],[2.3884516 1.6364332 0.5867939]
135,[1.6  1.6  1.77],[1.5859336 1.614263  1.803084 ]
136,[4.   0.8  0.77],[3.996997   0.80643415 0.7906304 ]
137,[3.2  4.   0.37],[3.2078552 3.984654  0.4360081]
138,[4.   0.8  0.37],[4.012549  0.7986556 0.4186889]
139,[3.2  0.8  1.97],[3.2275543  0.78596294 1.9928509 ]
140,[0.8  0.8  1.17],[0.88054514 0.8059528  1.2627348 ]
141,[0.8  4.   2.17],[0.807624  3.9767246 2.1326473]
142,[1.6  3.2  1.17],[1.6135997 3.212174  1.138793 ]
143,[0.8  0.8  1.57],[0.8604238  0.80253303 1.3768709 ]
144,[2.4  4.   1.17],[2.4191463 3.9819417 1.2345685]
145,[0.8  1.6  1.17],[0.81718993 1.5895493  1.2189472 ]
146,[3.2  0.8  0.77],[3.204543   0.7987437  0.81585723]
147,[0.8  4.   0.97],[0.8150418  3.990151   0.95787644]
148,[1.6  1.6  0.17],[1.6026258  1.5856876  0.25686914]
149,[2.4  1.6  0.57],[2.375096  1.5690968 0.6124716]
150,[2.4  0.8  2.17],[2.3995924  0.79838955 2.1731925 ]
151,[2.4  4.   0.77],[2.3848822  3.9986115  0.76102453]
152,[2.4  0.8  0.97],[2.3673587  0.8052912  0.97430694]
153,[1.6  4.   0.77],[1.6085048  4.0344076  0.79143083]
154,[2.4  0.8  1.97],[2.3876464  0.78101194 1.7795231 ]
155,[0.8  3.2  2.17],[0.8617481 3.1619768 2.0357647]
156,[0.8  2.4  1.37],[0.7839712 2.4087894 1.2420583]
157,[1.6  2.4  0.97],[1.5928445 2.4048307 0.9880856]
158,[4.   4.   0.97],[3.9970517 4.003771  0.9181552]
159,[0.8  3.2  1.77],[0.80876684 3.189089   1.7414392 ]
160,[4.   4.   1.97],[4.009     3.990584  1.6991483]
161,[1.6  4.   1.77],[1.5834131 4.01713   1.7731762]
162,[2.4  4.   1.37],[2.399112  3.9955711 1.3675827]
163,[1.6  3.2  0.97],[1.6416042 3.183751  0.9713079]
164,[0.8  2.4  1.57],[0.79781413 2.401288   1.5232468 ]
165,[2.4  4.   0.17],[2.4149237  3.9942102  0.16489315]
166,[1.6  3.2  2.17],[1.5127908 3.2712028 1.5632539]
167,[3.2  4.   1.37],[3.2049782 3.9683657 1.5176008]
168,[4.   0.8  0.57],[4.0160246 0.7977365 0.4595796]
169,[2.4  2.4  1.17],[2.3942928 2.4138165 1.1906596]
170,[3.2  2.4  0.17],[3.2205858  2.40013    0.25097376]
171,[0.8  2.4  1.57],[0.7700782 2.382286  1.5598882]
172,[1.6  4.   2.17],[1.5927105 4.0082355 2.1624892]
173,[2.4  3.2  1.97],[2.403717  3.191072  2.1501274]
174,[1.6  2.4  0.37],[1.5900352  2.401618   0.47517323]
175,[2.4  4.   0.57],[2.4152596  4.0001693  0.58100533]
176,[4.   0.8  1.37],[4.0208063  0.80254364 1.414082  ]
177,[4.   3.2  1.57],[3.9945347 3.1957169 1.5097792]
178,[4.   0.8  1.97],[4.019134   0.79528534 2.0293202 ]
179,[4.   4.   0.97],[3.9995382  3.989696   0.91910833]
180,[4.   0.8  0.37],[3.9997258  0.8103689  0.41139317]
181,[3.2  0.8  0.37],[2.9006104  1.139878   0.41781485]
182,[0.8  1.6  0.77],[0.7935096 1.596775  0.7898725]
183,[0.8  0.8  1.97],[0.8334508 0.8041836 2.0558786]
184,[1.6  3.2  0.77],[1.7382712 3.0426397 0.863115 ]
185,[3.2  1.6  0.77],[3.2109613 1.5550172 0.9008839]
186,[0.8  0.8  1.97],[0.8174515 0.8049705 2.0793178]
187,[4.   0.8  0.77],[4.001641  0.80444   0.8126201]
188,[1.6  4.   0.17],[1.5859866  4.0177307  0.21708238]
189,[3.2  2.4  1.17],[3.2070656 2.3993082 1.2043828]
190,[2.4  1.6  0.57],[2.3995178 1.5721838 0.605742 ]
191,[1.6  4.   0.77],[1.5948246 4.0242395 0.7786032]
192,[1.6  2.4  1.17],[1.5962424 2.408124  1.135491 ]
193,[4.   4.   1.17],[4.005891  3.9766698 1.2877461]
194,[3.2  3.2  1.17],[3.1614804 3.1827092 1.1059805]
195,[0.8  4.   0.37],[0.8099927  3.9982886  0.13243169]
196,[1.6  1.6  0.57],[1.6098757  1.6164668  0.63950545]
197,[1.6  1.6  1.37],[1.612051  1.61141   1.4765801]
198,[4.   1.6  0.97],[4.0103617 1.5981863 1.027607 ]
199,[1.6  0.8  2.17],[1.6162078  0.83565867 2.3482504 ]
200,[3.2  2.4  1.57],[3.1989465 2.384866  1.5852749]
201,[1.6  4.   1.77],[1.5826035 4.0536704 1.7632915]
202,[2.4  1.6  1.77],[2.4389975 1.5870483 1.8235159]
203,[1.6  3.2  2.17],[1.5900086 3.2151365 2.0659704]
204,[0.8  4.   1.17],[0.8084338 3.9956188 1.1563352]
205,[1.6  1.6  1.17],[1.599262  1.6202658 1.252777 ]
206,[2.4  3.2  0.97],[2.3710794 3.1690083 0.8792151]
207,[2.4  0.8  1.37],[2.3964744 0.7785913 1.5543468]
208,[2.4  4.   1.97],[2.413375  4.0007954 1.9866121]
209,[1.6  3.2  1.17],[1.6085455 3.2184923 1.1840547]
210,[3.2  0.8  1.97],[3.2117114  0.78779745 1.9181378 ]
211,[3.2  2.4  0.97],[3.2665114  2.3903022  0.96938026]
212,[0.8  2.4  1.17],[0.79075766 2.3888805  1.122076  ]
213,[0.8  1.6  1.17],[0.82283056 1.5996599  1.1510234 ]
214,[0.8  0.8  1.77],[0.82476807 0.7996346  1.8925246 ]
215,[4.   4.   1.17],[3.991278  3.9786358 1.2025491]
216,[0.8  3.2  0.37],[0.7856293  3.1825485  0.23065472]
217,[3.2  1.6  0.37],[3.1756885  1.5794666  0.29065698]
218,[4.   4.   0.37],[4.0021787 3.9922442 0.4959939]
219,[4.   2.4  1.77],[4.011927  2.3839235 1.7324629]
220,[4.   0.8  0.17],[3.999424   0.81942105 0.28401905]
221,[0.8  3.2  2.17],[0.929894  3.1350257 2.040782 ]
222,[4.   1.6  1.97],[4.0194654 1.5967262 1.9083024]
223,[4.   1.6  0.57],[3.9926894  1.5979264  0.61724657]
224,[1.6  3.2  1.97],[1.5662341 3.2160969 1.9202957]
225,[1.6  4.   0.57],[1.5892045 4.01575   0.6443443]
226,[0.8  3.2  0.57],[0.81086934 3.2003038  0.26400697]
227,[0.8  3.2  2.17],[0.8223852 3.169506  2.0873773]
228,[1.6  1.6  1.17],[1.5983531 1.6305436 1.2952993]
229,[4.   1.6  1.37],[4.0211043 1.5944264 1.4445009]
230,[2.4  1.6  0.17],[2.423952   1.5859041  0.15463006]
231,[0.8  4.   1.97],[0.8037728 4.0301332 1.9789083]
232,[1.6  3.2  2.17],[1.5687869 3.2524848 2.2847292]
233,[2.4  1.6  1.17],[2.3953311 1.6104469 1.0077667]
234,[1.6  2.4  0.57],[1.6006731  2.4038484  0.44518554]
235,[1.6  3.2  0.57],[1.5753293 3.2155647 1.390258 ]
236,[0.8  4.   0.97],[0.80004776 4.0027986  0.9727954 ]
237,[4.   0.8  0.97],[4.011714   0.79395854 1.0155334 ]
238,[2.4  0.8  0.97],[2.3714871  0.81068695 0.9674458 ]
239,[1.6  1.6  0.17],[1.5936037  1.5984346  0.29909325]
240,[4.   1.6  0.37],[3.99697    1.5928762  0.39439476]
241,[2.4  2.4  2.17],[2.4050903 2.3982477 2.2836976]
242,[4.   1.6  1.77],[4.0137835 1.5964205 1.7696611]
243,[4.   3.2  1.57],[3.9943929 3.1922276 1.4373548]
244,[1.6  0.8  1.37],[1.6289567 0.8655714 1.6386212]
245,[3.2  4.   2.17],[3.216406 4.011145 2.252225]
246,[1.6  0.8  1.17],[1.6654062  0.83006823 1.3262953 ]
247,[2.4  0.8  0.77],[2.4195237  0.8391887  0.87584215]
248,[2.4  1.6  1.37],[2.3905735 1.6106472 1.3653768]
249,[3.2  4.   1.97],[3.181639  4.0095134 1.9600667]
250,[2.4  3.2  1.57],[2.3917398 3.200585  1.5653955]
251,[4.   0.8  1.17],[4.015004   0.80749524 1.2856256 ]
252,[2.4  2.4  0.17],[2.4130697  2.3769324  0.27514684]
253,[1.6  0.8  1.37],[1.6508186  0.82878006 1.5629275 ]
254,[2.4  0.8  0.17],[2.4354305  0.78694296 0.24165684]
255,[3.2  4.   1.17],[3.2141635 3.9489112 1.171155 ]
256,[3.2  1.6  1.17],[3.2297173 1.5581238 1.2326255]
257,[2.4  1.6  0.77],[2.4110126 1.5162189 0.9088854]
258,[0.8  4.   0.57],[0.80443835 4.0092015  0.5278736 ]
259,[2.4  1.6  1.57],[2.3994627 1.592759  1.5614991]
260,[3.2  1.6  1.97],[3.2204518 1.5832995 1.9542773]
261,[1.6  3.2  0.57],[1.5964674 3.2117157 0.5899344]
262,[1.6  1.6  0.57],[1.6009955  1.6132671  0.48369908]
263,[4.   0.8  0.77],[3.9999712  0.80694544 0.77513915]
264,[2.4  2.4  1.57],[2.393379  2.4080243 1.5209552]
265,[4.   2.4  2.17],[4.0272965 2.393986  2.1852832]
266,[4.   4.   0.57],[4.002933  3.980915  0.5174024]
267,[3.2  0.8  1.17],[3.2182713  0.79613566 1.1513597 ]
268,[4.   0.8  2.17],[4.084489   0.74472916 2.2563848 ]
269,[0.8  2.4  0.37],[0.7430999  2.3616636  0.30423355]
270,[1.6  0.8  1.97],[1.6007249 0.8565422 2.1659346]
271,[1.6  3.2  1.17],[1.606832  3.208551  1.1535704]
272,[1.6  0.8  2.17],[1.6225839 0.8322238 2.3851142]
273,[0.8  2.4  0.17],[0.79068744 2.4016216  0.6551201 ]
274,[0.8  1.6  1.77],[0.80005574 1.578607   1.8206825 ]
275,[4.   3.2  0.37],[3.9849324  3.197476   0.40597975]
276,[1.6  2.4  1.57],[1.6083224 2.4052854 1.4653504]
277,[2.4  4.   2.17],[2.4194403 4.000978  2.1934705]
278,[2.4  2.4  1.17],[2.3874466 2.4145374 1.103947 ]
279,[1.6  2.4  0.57],[1.5955203  2.4178975  0.72487044]
280,[0.8  3.2  0.57],[0.78745914 3.1989517  0.5478738 ]
281,[0.8  0.8  1.17],[0.8651022 0.8326405 1.2867162]
282,[1.6  3.2  1.77],[1.5983719 3.1986408 1.7325711]
283,[0.8  4.   2.17],[0.84390044 3.9622087  2.161654  ]
284,[4.   4.   0.97],[4.010439   3.9887452  0.92431736]
285,[1.6  4.   1.57],[1.586767  4.0292397 1.5829792]
286,[1.6  2.4  1.77],[1.5831946 2.4270272 1.6517317]
287,[4.   0.8  0.17],[4.009342   0.8126464  0.19722056]
288,[0.8  4.   0.37],[0.82207453 4.0065403  0.29321653]
289,[4.   0.8  1.97],[3.9920814  0.80974543 1.96561   ]
290,[0.8  1.6  2.17],[0.80421925 1.5851408  2.2502308 ]
291,[4.   3.2  0.77],[3.9824224 3.213416  0.7378364]
292,[2.4  1.6  1.97],[2.415799  1.5804863 1.8879249]
293,[3.2  3.2  1.57],[3.2023675 3.1895127 1.6138113]
294,[4.   1.6  2.17],[4.025407  1.5876395 2.1671891]
295,[1.6  2.4  1.57],[1.6004859 2.3916316 1.6232264]
296,[4.   2.4  0.97],[3.9782453 2.3924341 1.1067144]
297,[2.4  2.4  0.57],[2.4005036 2.3795283 0.5284738]
298,[3.2  0.8  1.97],[3.2260263 0.7791772 1.9733582]
299,[2.4  1.6  1.37],[2.3926604 1.6251681 1.3918729]
300,[1.6  3.2  0.37],[1.5909072 3.2071505 0.4424255]
301,[1.6  4.   0.77],[1.6012467 4.024329  0.7639699]
302,[3.2  2.4  0.77],[3.2106872  2.3741157  0.80366987]
303,[1.6  0.8  1.97],[1.6135309 0.8513621 2.056478 ]
304,[2.4  3.2  1.37],[2.3890362 3.206552  1.4349897]
305,[4.   4.   1.77],[3.9870367 4.00147   1.7889979]
306,[1.6  3.2  0.97],[1.6087029 3.1935701 0.9604062]
307,[4.   4.   0.97],[4.0020666 3.9735894 1.0575414]
308,[3.2  2.4  0.77],[3.2127995 2.3963063 0.8094392]
309,[1.6  4.   1.37],[1.6041462 4.010862  1.297931 ]
310,[1.6  4.   1.57],[1.5702741 4.0231457 1.5266237]
311,[3.2  4.   0.97],[3.1907735 4.004111  1.1542445]
312,[0.8  4.   0.57],[0.79055226 4.0082407  0.5212286 ]
313,[1.6  4.   1.57],[1.5809233 4.0209494 1.5357219]
314,[3.2  3.2  1.57],[3.2059395 3.2097135 1.5980431]
315,[2.4  3.2  1.77],[2.3889244 3.1979046 1.8356153]
316,[3.2  4.   0.77],[3.2062926  4.0238614  0.84734607]
317,[0.8  2.4  2.17],[0.814397  2.3997405 2.213005 ]
318,[1.6  0.8  1.57],[1.608155  0.8580148 1.9512384]
319,[3.2  0.8  0.97],[3.1983237 0.8233564 1.0157562]
320,[3.2  4.   1.17],[3.189947  3.9713812 1.192632 ]
321,[4.   4.   1.57],[4.014948  3.9738955 1.5443616]
322,[4.   4.   0.97],[4.0142097 3.9873495 1.0674942]
323,[3.2  4.   1.37],[3.205388  3.9834137 1.5521321]
324,[2.4  3.2  0.37],[2.4181507  3.1906419  0.37722373]
325,[2.4  2.4  0.97],[2.3747807 2.4121366 1.0972369]
326,[1.6  0.8  0.57],[1.6969875 0.8303119 0.6593134]
327,[2.4  3.2  0.57],[2.4138768 3.201445  0.5856199]
328,[1.6  0.8  0.17],[1.6192111  0.89453435 0.44519395]
329,[3.2  4.   1.97],[3.1717114 4.023942  1.9846734]
330,[3.2  4.   2.17],[3.191987  3.9986615 2.150567 ]
331,[4.   4.   1.17],[4.001661  3.9830866 1.6732521]
332,[2.4  4.   0.57],[2.4184172  3.9949212  0.59354275]
333,[4.   3.2  1.57],[3.9927778 3.201819  1.4681356]
334,[0.8  0.8  1.97],[0.8271502  0.79667974 2.0593681 ]
335,[3.2  3.2  0.77],[3.2137039  3.195942   0.80177414]
336,[2.4  0.8  0.97],[2.376978   0.8149941  0.95969296]
337,[3.2  4.   0.97],[3.191946  3.989481  0.9570762]
338,[0.8  1.6  0.37],[0.8299923  1.6246942  0.36388677]
339,[4.   3.2  1.77],[3.9957104 3.175404  1.8409445]
340,[3.2  4.   0.17],[3.2077384  3.998097   0.19097698]
341,[2.4  1.6  0.17],[2.4304118 1.5638855 0.1643979]
342,[0.8  0.8  1.57],[0.8517356  0.82111907 1.5459474 ]
343,[2.4  4.   0.37],[2.411366   4.0006776  0.44228894]
344,[4.   0.8  1.77],[4.0130377 0.8073386 1.8120456]
345,[1.6  1.6  1.77],[1.6015391 1.6026295 1.7809832]
346,[1.6  4.   0.37],[1.5778925 4.0288167 0.3033296]
347,[4.   0.8  1.17],[4.015244  0.7818557 1.2480096]
348,[4.   0.8  2.17],[4.019258   0.79589546 2.2088757 ]
349,[1.6  1.6  2.17],[1.592715  1.6034808 2.138959 ]
350,[4.   2.4  1.37],[3.9935067 2.393008  1.3797927]
351,[4.   1.6  1.17],[4.0065017 1.5893966 1.2632337]
352,[4.   0.8  0.77],[4.001335   0.80887234 0.8185809 ]
353,[2.4  3.2  1.77],[2.377006  3.1940064 1.8399541]
354,[3.2  1.6  1.77],[3.2024324 1.5979285 1.7385812]
355,[3.2  2.4  0.97],[3.2169623 2.4058168 0.9824188]
356,[3.2  1.6  1.17],[3.2067785 1.5914197 1.2206988]
357,[4.   2.4  1.57],[3.9889758 2.3692772 1.444493 ]
358,[3.2  3.2  2.17],[3.204854  3.2012405 2.2896848]
359,[2.4  0.8  1.77],[2.3875442  0.82531595 1.6946276 ]
360,[3.2  1.6  1.37],[3.231872  1.6001853 1.3850315]
361,[2.4  0.8  0.17],[2.4414077  0.7883111  0.24585056]
362,[2.4  0.8  0.77],[2.4104202  0.7974266  0.83106136]
363,[3.2  4.   1.97],[3.1846824 4.016715  2.043919 ]
364,[0.8  2.4  1.17],[0.7892897 2.435533  1.131595 ]
365,[4.   4.   1.37],[4.0149994 4.0064397 1.2294668]
366,[2.4  3.2  1.77],[2.3710685 3.1946468 1.8377752]
367,[4.   3.2  0.77],[3.9791062 3.2084384 0.7585379]
368,[0.8  2.4  0.97],[0.84200835 2.383298   0.99315786]
369,[0.8  0.8  0.77],[0.8657875 0.8026955 0.7415502]
370,[0.8  4.   1.97],[0.80907273 4.0083957  1.9650923 ]
371,[4.   1.6  0.57],[3.9987772 1.5955255 0.6234747]
372,[3.2  2.4  1.17],[3.230404  2.3872447 1.2459015]
373,[3.2  4.   1.37],[3.1965675 3.998938  1.6699545]
374,[4.   2.4  0.37],[4.005668   2.39743    0.40779203]
375,[3.2  3.2  0.97],[3.1759205  3.2035406  0.98643684]
376,[2.4  1.6  2.17],[2.4294145 1.5929749 2.1559796]
377,[0.8  3.2  0.57],[0.7776116 3.198051  0.4164455]
378,[0.8  3.2  0.57],[0.78782725 3.20778    0.4036113 ]
379,[4.   1.6  1.37],[4.007522  1.6060114 1.4331132]
380,[1.6  4.   1.97],[1.5823797 4.0017614 1.9766381]
381,[1.6  2.4  1.97],[1.6028528 2.3569555 2.0314488]
382,[3.2  1.6  1.37],[3.2484174 1.6007077 1.4299246]
383,[3.2  2.4  0.17],[3.2191014  2.4036233  0.16213655]
384,[4.   0.8  0.97],[4.003682  0.7966672 1.019149 ]
385,[1.6  4.   0.57],[1.5979934 4.010466  0.2814802]
386,[0.8  2.4  1.77],[0.78170943 2.404067   1.8005304 ]
387,[1.6  4.   2.17],[1.5895237 4.009135  2.1601377]
388,[4.   1.6  0.57],[3.9971538 1.601036  0.605423 ]
389,[2.4  1.6  0.97],[2.3906221 1.5640103 0.9200131]
390,[1.6  4.   1.57],[1.5803158 4.028671  1.5614784]
391,[4.   1.6  2.17],[4.014526  1.60789   2.1913967]
392,[1.6  3.2  1.17],[1.612643  3.2149754 1.1568377]
393,[2.4  0.8  1.37],[2.404179   0.80696774 1.5152892 ]
394,[0.8  0.8  0.97],[0.8452821  0.80413973 1.0533189 ]
395,[0.8  1.6  0.57],[0.81839204 1.6114088  0.5386506 ]
396,[2.4  0.8  0.77],[2.427308   0.82340014 0.84531957]
397,[0.8  1.6  1.57],[0.7983419 1.5921024 1.6381184]
398,[3.2  1.6  0.77],[3.2287836 1.5817697 0.7844683]
399,[1.6  2.4  1.57],[1.5797999 2.3927305 1.427954 ]
400,[1.6  0.8  1.97],[1.6010466 0.8439243 2.3429694]
401,[1.6  3.2  0.17],[1.6578054  3.1950078  0.09818602]
402,[1.6  2.4  1.77],[1.5805612 2.416384  1.6600356]
403,[4.   4.   1.17],[3.9969225 3.996077  1.3635914]
404,[2.4  4.   1.97],[2.410507  4.0223126 2.0006428]
405,[2.4  1.6  1.17],[2.4240198 1.6023918 1.0523742]
