,Actual,Predicted
1591,[1.6  0.8  0.57],[1.6876211  0.82350624 0.8966636 ]
1592,[3.2  3.2  2.17],[3.193006  3.1955652 2.2554646]
1593,[2.4  2.4  1.57],[2.3763456 2.379772  1.7304642]
1594,[4.   2.4  1.77],[3.9949262 2.3933928 1.792655 ]
1595,[4.   3.2  1.97],[4.016103  3.1861606 2.0388818]
1596,[0.8  2.4  0.97],[0.82031286 2.406871   0.978672  ]
1597,[4.   0.8  1.37],[4.003329  0.8040024 1.3295609]
1598,[4.   3.2  0.37],[3.9891891  3.1928673  0.37976515]
1599,[4.   3.2  1.57],[3.991408  3.2023382 1.5143765]
1600,[3.2  4.   0.37],[3.2104836 3.9912806 0.3834616]
1601,[4.   2.4  0.17],[3.9931757  2.3978217  0.21070242]
1602,[3.2  2.4  1.77],[3.2169871 2.3990726 1.7469403]
1603,[0.8  2.4  1.17],[0.781585  2.4074602 1.1085117]
1604,[0.8  0.8  0.37],[0.8506899  0.8103322  0.48219955]
1605,[3.2  1.6  0.17],[3.2040348  1.5982741  0.13053548]
1606,[1.6  2.4  0.77],[1.6598718 2.3986955 0.8242542]
1607,[2.4  2.4  0.57],[2.384742  2.3912477 0.5680676]
1608,[1.6  0.8  1.77],[1.6433334 0.8410467 1.9007554]
1609,[0.8  3.2  2.17],[0.7891767 3.2041957 2.1274438]
1610,[3.2  3.2  1.37],[3.196681 3.196312 1.380263]
1611,[1.6  1.6  1.37],[1.6041125 1.606192  1.5067878]
1612,[0.8  3.2  0.77],[0.74537456 3.186533   0.6796987 ]
1613,[0.8  3.2  0.37],[0.8125801 3.193194  0.1393156]
1614,[3.2  1.6  0.37],[3.187695   1.6167439  0.35935736]
1615,[0.8  4.   1.17],[0.7964015 4.0147    1.0898343]
1616,[2.4  3.2  0.17],[2.3945212 3.2272763 0.3611011]
1617,[2.4  0.8  1.97],[2.3767004 0.8069569 1.8024721]
1618,[3.2  0.8  1.77],[3.1971688  0.78072655 1.8118327 ]
1619,[2.4  0.8  0.57],[2.4312477 0.7826791 0.5832014]
1620,[4.   0.8  0.77],[3.9955277  0.8068346  0.79425657]
1621,[4.   0.8  0.57],[4.0041113  0.80664885 0.6298599 ]
1622,[2.4  4.   1.77],[2.4086742 4.013962  1.8440926]
1623,[0.8  3.2  0.57],[0.77414036 3.187439   0.47054815]
1624,[0.8  3.2  1.57],[0.8261999 3.1876945 1.2333877]
1625,[1.6  3.2  1.97],[1.5825374 3.2156594 1.9263985]
1626,[3.2  4.   0.57],[3.1939826  4.011565   0.60510296]
1627,[4.   1.6  1.17],[4.0113983 1.6055946 1.2516601]
1628,[4.   1.6  0.77],[3.999069   1.6111174  0.81208014]
1629,[4.   3.2  1.37],[3.9965174 3.1867056 1.2973734]
1630,[3.2  1.6  1.17],[3.2455015 1.5574727 1.1878222]
1631,[3.2  4.   0.77],[3.1969743 4.0239873 0.8599503]
1632,[0.8  1.6  0.37],[0.837064   1.6284418  0.37178862]
1633,[0.8  0.8  0.37],[0.8715756  0.82482886 0.38457716]
1634,[3.2  3.2  0.17],[3.207072   3.202989   0.21824902]
1635,[3.2  2.4  1.97],[3.218684  2.4058928 2.083405 ]
1636,[4.   0.8  0.57],[4.017263   0.8187059  0.46182317]
1637,[0.8  2.4  1.57],[0.76890016 2.3939462  1.5654495 ]
1638,[4.   0.8  1.57],[4.0321307 0.7787633 1.6116264]
1639,[4.   1.6  1.57],[4.003889  1.6009963 1.5895164]
1640,[3.2  3.2  1.37],[3.2026513 3.1997228 1.3949069]
1641,[0.8  2.4  0.57],[0.81099606 2.3910744  0.36489975]
1642,[2.4  4.   0.37],[2.4106848  4.002097   0.47898978]
1643,[4.   2.4  0.77],[3.9901614 2.39442   0.78368  ]
1644,[1.6  4.   1.57],[1.5809662 4.026068  1.5670953]
1645,[4.   4.   1.37],[3.6949291 3.6564622 1.7959822]
1646,[0.8  1.6  1.97],[0.80118334 1.6259096  1.9811027 ]
1647,[1.6  1.6  1.37],[1.6042669 1.6167626 1.5027956]
1648,[1.6  1.6  0.17],[2.961506   3.1350327  0.16385776]
1649,[4.   3.2  0.77],[3.9939137 3.2045612 0.749889 ]
1650,[1.6  1.6  0.97],[1.5800506  1.6079631  0.99407643]
1651,[2.4  1.6  0.77],[2.3911211 1.6280699 0.8307287]
1652,[4.   0.8  1.77],[4.0090046 0.8072119 1.8092401]
1653,[1.6  0.8  1.57],[1.6077054 0.8668895 1.9735442]
1654,[3.2  3.2  0.97],[3.1807609 3.2115285 0.9764233]
1655,[2.4  3.2  0.17],[2.3964603 3.198115  0.3128118]
1656,[3.2  1.6  1.77],[3.2146032 1.6101958 1.7302852]
1657,[1.6  2.4  2.17],[1.5816382 2.3842745 1.6664389]
1658,[3.2  0.8  0.57],[3.1965075  0.7676805  0.60212356]
1659,[0.8  3.2  0.97],[0.7867681  3.1853023  0.75332224]
1660,[4.   3.2  1.77],[4.0075417 3.1874228 1.8703505]
1661,[4.   3.2  0.37],[3.9818306  3.2156003  0.48687834]
1662,[3.2  3.2  2.17],[3.212499  3.2054005 2.3030424]
1663,[0.8  0.8  1.77],[0.8183868 0.8046019 1.893451 ]
1664,[4.   2.4  0.37],[3.3434458 2.3876495 0.2536552]
1665,[1.6  0.8  0.97],[1.6450052  0.84268486 1.5270101 ]
1666,[3.2  1.6  0.97],[3.2040465 1.6169455 1.015022 ]
1667,[2.4  0.8  1.97],[2.3869495  0.79893315 1.5519508 ]
1668,[3.2  2.4  1.77],[3.2104018 2.396858  1.7442908]
1669,[2.4  3.2  1.77],[2.377521  3.1928115 1.8043429]
1670,[2.4  0.8  0.57],[2.424743  0.7960845 0.5851215]
1671,[2.4  1.6  0.37],[2.4260452 1.7969185 0.6522643]
1672,[0.8  4.   1.97],[0.80937135 4.008466   1.9785482 ]
1673,[0.8  0.8  0.77],[0.87278366 0.8136854  0.7312904 ]
1674,[0.8  1.6  1.17],[0.8261117 1.5974301 1.237983 ]
1675,[2.4  4.   1.97],[2.418795  4.018896  2.0143445]
1676,[1.6  1.6  0.77],[1.5941513 1.6044014 0.7559266]
1677,[1.6  4.   1.37],[1.5934625 4.0270205 1.2891299]
1678,[3.2  0.8  0.57],[3.1564248  0.80967224 0.5264275 ]
1679,[0.8  0.8  0.57],[0.8986398  0.84200454 0.71073186]
1680,[0.8  4.   0.77],[0.8039266 4.010952  0.7200347]
1681,[4.   2.4  1.17],[4.0100408 2.403813  1.192416 ]
1682,[4.   2.4  2.17],[4.005213  2.3883276 2.1944895]
1683,[4.   1.6  0.37],[4.003305  1.5947232 0.3980019]
1684,[4.   2.4  0.57],[3.9535503 2.3930922 0.5987943]
1685,[3.2  1.6  2.17],[2.9528065 1.826725  1.9715977]
1686,[0.8  0.8  0.57],[0.8789551  0.82697237 0.60865194]
1687,[2.4  0.8  0.17],[2.447581   0.78442836 0.20473993]
1688,[0.8  4.   0.37],[0.81374884 4.0061016  0.2542236 ]
1689,[0.8  4.   1.77],[0.8021562 3.9947333 1.7191563]
1690,[1.6  0.8  1.77],[1.655343   0.84373045 1.9065485 ]
1691,[1.6  1.6  1.77],[1.5842475 1.6114688 1.7940083]
1692,[4.   0.8  0.17],[3.997932   0.8100977  0.22009009]
1693,[2.4  1.6  1.77],[2.425277  1.6067286 1.8529141]
1694,[3.2  3.2  1.97],[3.1828394 3.1936927 2.0203257]
1695,[3.2  2.4  0.17],[3.2191176  2.4224405  0.02688658]
1696,[4.   0.8  1.77],[4.0125446  0.80047464 1.8153623 ]
1697,[1.6  0.8  0.57],[1.6881334  0.8285786  0.68681383]
1698,[3.2  3.2  1.77],[3.1998315 3.1927896 1.7820809]
1699,[3.2  3.2  0.97],[3.177962   3.2074003  0.95820785]
1700,[1.6  4.   0.77],[1.6058397 3.9862127 0.715453 ]
1701,[1.6  1.6  1.37],[1.5984879 1.6138766 1.4760368]
1702,[0.8  2.4  1.97],[0.7895529 2.3874798 1.9835062]
1703,[1.6  0.8  0.57],[1.7046576 0.8268422 0.6570531]
1704,[2.4  1.6  0.97],[2.3928735 1.5903515 1.0003159]
1705,[3.2  3.2  0.37],[3.2078176 3.1968098 0.5051045]
1706,[2.4  4.   0.37],[2.4094758  4.0019627  0.44960082]
1707,[3.2  3.2  1.97],[3.1803648 3.1897395 2.0933232]
1708,[4.   4.   0.37],[4.0066037  3.9947758  0.44892102]
1709,[2.4  2.4  0.77],[2.3827028  2.3903463  0.88261443]
1710,[0.8  3.2  2.17],[0.97330964 3.0871289  2.1038992 ]
1711,[0.8  4.   1.37],[0.80876434 3.9907699  1.3242664 ]
1712,[1.6  1.6  2.17],[1.5882943 1.6028593 2.1574597]
1713,[1.6  0.8  1.77],[1.6309288 0.8365576 1.9553152]
1714,[0.8  1.6  0.97],[0.84231484 1.6158979  0.9736504 ]
1715,[4.   3.2  0.97],[3.9887054  3.1947432  0.99586165]
1716,[0.8  1.6  0.57],[0.82631254 1.6099238  0.5529821 ]
1717,[4.   4.   1.57],[4.0277667 3.9834552 1.7992532]
1718,[2.4  0.8  0.57],[2.4277039 0.7775016 0.5711011]
1719,[0.8  1.6  0.17],[0.79003894 1.6116576  0.311989  ]
1720,[3.2  3.2  1.17],[3.1761665 3.1894345 1.1644624]
1721,[4.   1.6  0.77],[3.9912906 1.6062335 0.7890916]
1722,[1.6  2.4  0.97],[1.5558311 2.3828585 1.0152755]
1723,[0.8  3.2  1.97],[0.7842281 3.204039  1.8567913]
1724,[2.4  1.6  1.77],[2.4274356 1.5947392 1.968267 ]
1725,[3.2  4.   1.97],[3.1793938 4.0168114 2.0248575]
1726,[4.   2.4  1.17],[4.0284896 2.4005237 1.1590492]
1727,[1.6  2.4  0.97],[1.6170546 2.4308844 1.0059625]
1728,[3.2  0.8  1.57],[3.1965365  0.81306577 1.6072397 ]
1729,[4.   3.2  1.57],[4.0030584 3.1825433 1.5048668]
1730,[2.4  1.6  1.17],[2.4244597 1.5687234 1.1171732]
1731,[4.   1.6  0.77],[3.99855    1.6133738  0.81604487]
1732,[0.8  0.8  0.57],[0.87574184 0.8286985  0.62673527]
1733,[1.6  1.6  0.37],[1.588526   1.6003021  0.49067068]
1734,[2.4  1.6  0.97],[2.3675826 1.6078446 0.922964 ]
1735,[3.2  0.8  0.57],[3.1956697  0.76504326 0.53664005]
1736,[2.4  3.2  1.17],[2.3880599 3.1847043 1.1936502]
1737,[3.2  1.6  0.97],[3.214075  1.6077778 0.988151 ]
1738,[1.6  3.2  0.37],[1.5833881 3.1733232 0.596143 ]
1739,[2.4  3.2  1.97],[2.4115725 3.2702684 1.9852382]
1740,[4.   4.   0.37],[4.0181513 3.9899864 0.4249096]
1741,[1.6  1.6  1.17],[1.5956105 1.6124296 1.2754161]
1742,[3.2  1.6  1.37],[3.2161772 1.5931914 1.4272227]
1743,[2.4  4.   2.17],[2.4067793 3.9978356 2.2563396]
1744,[0.8  1.6  0.37],[0.8261297  1.622658   0.36422437]
1745,[2.4  0.8  0.77],[2.42165    0.79260886 0.8555176 ]
1746,[1.6  3.2  1.77],[1.5926498 3.2113714 1.7335624]
1747,[2.4  3.2  0.37],[2.3914948  3.2137346  0.75024635]
1748,[0.8  4.   0.77],[0.8141153  4.0015836  0.71603507]
1749,[2.4  0.8  1.17],[2.396183  0.7902492 1.1363906]
1750,[4.   4.   0.97],[4.020891  3.9972367 1.0121758]
1751,[0.8  3.2  0.77],[0.7674327  3.2029066  0.67825234]
1752,[4.   0.8  0.17],[4.008807   0.8091754  0.19485587]
1753,[2.4  0.8  1.17],[2.3922276 0.7488853 1.1681861]
1754,[0.8  4.   0.97],[0.79859436 4.0022864  0.97299576]
1755,[2.4  1.6  1.17],[2.3645036 1.5910088 1.1211803]
1756,[3.2  1.6  2.17],[3.14818   1.6219407 2.1453924]
1757,[1.6  1.6  0.37],[1.5569503  1.615331   0.79050046]
1758,[3.2  4.   1.37],[3.220436  3.9627352 1.3830526]
1759,[4.   2.4  0.17],[3.9918737  2.3948817  0.20075524]
1760,[0.8  1.6  1.97],[0.81984925 1.610264   1.9949801 ]
1761,[0.8  3.2  0.57],[0.78076017 3.200219   0.5267057 ]
1762,[2.4  0.8  1.57],[2.399111   0.83221304 1.6778867 ]
1763,[1.6  0.8  1.97],[1.5883789  0.85119224 2.2455587 ]
1764,[3.2  0.8  0.57],[3.195179   0.76708424 0.5343802 ]
1765,[4.   4.   1.97],[4.0092735 3.984055  1.6340437]
1766,[2.4  1.6  0.17],[2.3982852 1.5728648 0.1595037]
1767,[1.6  0.8  0.17],[1.6536705  0.8639494  0.39116877]
1768,[2.4  1.6  0.17],[2.424343  1.582188  0.1476891]
1769,[2.4  3.2  1.37],[2.405539  3.1914878 1.084315 ]
1770,[2.4  0.8  1.57],[2.4034588 0.8269061 1.7108433]
1771,[2.4  4.   0.57],[2.4136977 3.994081  0.5385985]
1772,[1.6  2.4  2.17],[1.6314647 2.381934  1.6359739]
1773,[1.6  4.   1.37],[1.5879818 4.018761  1.3815099]
1774,[4.   2.4  1.77],[4.0070305 2.4239883 1.7944523]
1775,[2.4  4.   0.17],[2.4136782  3.9934168  0.16449857]
1776,[3.2  1.6  0.97],[3.1832645 1.592022  1.0318886]
1777,[3.2  2.4  0.97],[3.1962194 2.402478  1.05618  ]
1778,[4.   3.2  0.97],[3.9673643 3.194252  1.0654178]
1779,[2.4  1.6  1.17],[2.3981156 1.5837524 1.0279222]
1780,[4.   1.6  2.17],[4.0166626 1.6017244 2.193815 ]
1781,[4.   4.   0.17],[4.0130067  3.9853277  0.24172878]
1782,[2.4  3.2  0.37],[2.3945532 3.2123487 0.523217 ]
1783,[1.6  0.8  1.17],[1.5980792 0.8497412 1.4793805]
1784,[4.   3.2  1.97],[3.987726  3.175448  2.0169597]
1785,[1.6  4.   1.57],[1.5818294 4.0266657 1.5467159]
1786,[4.   3.2  0.77],[3.988059   3.2004848  0.76846564]
1787,[0.8  1.6  1.77],[0.8012605 1.596611  1.8230178]
1788,[0.8  3.2  0.97],[0.8044616 3.1579075 0.8693797]
1789,[4.   1.6  0.77],[3.9929576 1.6083182 0.8051913]
1790,[3.2  3.2  2.17],[3.2212346 3.1857276 2.257979 ]
1791,[2.4  1.6  1.17],[2.3710158 1.5756395 1.1092873]
1792,[4.   2.4  1.37],[3.974778  2.392239  1.4200406]
1793,[2.4  3.2  0.37],[2.4104488  3.2002645  0.34793866]
1794,[1.6  0.8  0.17],[1.6608433  0.835698   0.36950475]
1795,[3.2  4.   0.97],[3.217317  4.001069  1.1202338]
1796,[2.4  3.2  0.77],[2.3962722 3.1984901 0.7711861]
1797,[4.   0.8  1.37],[4.0055876 0.809126  1.3928185]
1798,[4.   0.8  1.97],[4.065388  0.775658  1.9612166]
1799,[4.   3.2  0.97],[3.9909706 3.1956077 0.9094143]
1800,[2.4  4.   0.97],[2.4020524 3.9941273 1.0925133]
1801,[1.6  1.6  1.97],[1.5899634 1.610918  1.9422982]
1802,[3.2  2.4  2.17],[3.2250698 2.402348  2.1866202]
1803,[4.   0.8  0.37],[4.000078  0.8132622 0.439129 ]
1804,[4.   3.2  0.17],[4.005329 3.207365 0.18416 ]
1805,[1.6  1.6  1.77],[1.6077309 1.5978878 1.8013762]
1806,[1.6  0.8  0.37],[1.7174327  0.84279025 0.49042404]
1807,[3.2  1.6  0.77],[3.2062087 1.6031376 0.8270508]
1808,[0.8  0.8  0.57],[0.84116185 0.81201684 0.72516334]
1809,[2.4  1.6  0.17],[2.4219418  1.5684879  0.14269936]
1810,[2.4  1.6  1.57],[2.409119  1.5950845 1.6017244]
1811,[0.8  3.2  0.57],[0.7764535 3.202485  0.5165386]
1812,[0.8  0.8  0.77],[0.87369466 0.8062123  0.7489433 ]
1813,[2.4  0.8  0.57],[2.4204502 0.7917123 0.5203142]
1814,[4.   3.2  2.17],[3.9964938 3.1743085 2.148243 ]
1815,[0.8  3.2  0.77],[0.7733034 3.2026885 0.5719687]
1816,[2.4  2.4  0.97],[2.4119136 2.4092515 0.9970983]
1817,[1.6  4.   0.37],[1.5902972  4.0208173  0.33717763]
1818,[4.   2.4  0.77],[3.957905  2.4075673 0.7991793]
1819,[2.4  2.4  0.37],[2.4074016  2.3937094  0.25992692]
1820,[2.4  3.2  1.77],[2.3659234 3.1961846 1.8385271]
1821,[1.6  2.4  1.57],[1.6089983 2.4087627 1.4483798]
1822,[0.8  3.2  0.17],[0.7914157 3.2080126 0.3321727]
1823,[3.2  4.   1.57],[3.1914778 3.990273  1.5763983]
1824,[1.6  4.   0.37],[1.5935135 4.00639   0.3621835]
1825,[2.4  3.2  1.97],[2.3938625 3.1958208 2.1419783]
1826,[0.8  3.2  0.17],[0.80420065 3.1935124  0.        ]
1827,[2.4  4.   1.37],[2.4036098 4.007659  1.3765187]
1828,[4.   2.4  1.17],[4.0265074 2.402815  1.1832101]
1829,[3.2  4.   0.97],[3.1887026 4.0003037 1.1062745]
1830,[3.2  3.2  0.77],[3.2133865 3.2506552 1.1262337]
1831,[2.4  1.6  0.97],[2.3862453 1.5424631 1.0252502]
1832,[2.4  0.8  1.97],[2.3816605  0.78126085 1.7756236 ]
1833,[4.   2.4  1.37],[4.0082603 2.4031205 1.3376338]
1834,[2.4  4.   0.77],[2.3843694 3.9909883 0.7899874]
1835,[1.6  0.8  1.77],[1.6337442 0.8442254 1.8925247]
1836,[1.6  0.8  1.37],[1.6270967 0.8632171 1.6602478]
1837,[2.4  2.4  0.57],[2.4077127  2.393988   0.63303524]
1838,[3.2  2.4  1.17],[3.2075207 2.4030814 1.1823157]
1839,[3.2  0.8  1.97],[3.2287495 0.792734  1.9868118]
1840,[1.6  3.2  0.77],[1.5210631  3.2256858  0.68675876]
1841,[3.2  2.4  0.77],[3.0392838  2.3660805  0.84729904]
1842,[3.2  4.   0.97],[3.1689582 4.0312967 1.1522095]
1843,[2.4  3.2  1.57],[2.398305  3.2076201 1.5741652]
1844,[1.6  4.   2.17],[1.5893221 4.0116477 2.1418352]
1845,[0.8  3.2  1.97],[0.968235  3.1047974 1.7282207]
1846,[1.6  4.   1.17],[1.5988271 4.0186944 1.142598 ]
1847,[3.2  0.8  0.97],[3.2013493  0.77948904 1.031601  ]
1848,[0.8  3.2  1.97],[0.7834418 3.2149878 1.8928165]
1849,[3.2  1.6  1.97],[3.2086182 1.6144783 1.9701931]
1850,[0.8  1.6  0.77],[0.80436134 1.5983628  0.8189468 ]
1851,[0.8  2.4  1.57],[0.79590786 2.4016256  1.5286238 ]
1852,[4.   1.6  2.17],[4.0141916 1.5908968 2.164814 ]
1853,[2.4  1.6  0.57],[2.3932164 1.5482817 0.6501778]
1854,[0.8  0.8  0.77],[0.8617424 0.8138138 0.7884524]
1855,[4.   0.8  1.77],[4.0178556 0.8043994 1.8043039]
1856,[3.2  1.6  2.17],[3.167031  1.6440251 2.121107 ]
1857,[3.2  1.6  1.37],[3.22433   1.5876777 1.3781519]
1858,[0.8  0.8  0.57],[0.8461946  0.82415473 0.7878302 ]
1859,[2.4  1.6  0.97],[2.4172945 1.5913401 0.7751948]
1860,[2.4  4.   0.77],[2.386356   3.996323   0.76566887]
1861,[1.6  2.4  1.97],[1.5898447 2.3990765 2.041996 ]
1862,[0.8  2.4  0.97],[0.8104267 2.3994312 0.9770486]
1863,[1.6  4.   1.17],[1.5908974 4.008987  1.069222 ]
1864,[0.8  1.6  1.57],[0.8037708 1.5769328 1.6174767]
1865,[4.   0.8  0.37],[3.997336  0.8154315 0.4137559]
1866,[2.4  1.6  1.57],[2.4039927 1.5751929 1.5650865]
1867,[0.8  0.8  2.17],[0.8099601  0.79642975 2.325035  ]
1868,[1.6  2.4  1.57],[1.5991011 2.4136546 1.564637 ]
1869,[2.4  1.6  0.17],[2.424896   1.5636401  0.14064044]
1870,[4.   0.8  0.37],[3.9947534  0.80133736 0.40124887]
1871,[0.8  4.   2.17],[0.76982296 4.0164514  2.114277  ]
1872,[0.8  4.   0.77],[0.81135    4.0113716  0.86383504]
1873,[4.   3.2  0.37],[3.9895878  3.202869   0.37335098]
1874,[4.   3.2  1.77],[3.996471  3.1745439 1.872668 ]
1875,[3.2  0.8  1.37],[3.2060497  0.77976596 1.3410311 ]
1876,[0.8  1.6  0.97],[0.813061  1.608619  1.0909309]
1877,[2.4  4.   0.97],[2.4041739 3.9959054 1.2143664]
1878,[1.6  3.2  0.77],[1.6126771 3.1229858 0.8224417]
1879,[2.4  3.2  1.17],[2.381737  3.2162774 1.2425765]
1880,[0.8  2.4  1.17],[0.7923868 2.4012365 1.2797829]
1881,[0.8  1.6  0.37],[0.84129    1.6331046  0.47453117]
1882,[3.2  3.2  0.17],[3.2115922  3.2054496  0.34495497]
1883,[4.   2.4  0.97],[3.968597  2.395678  1.0482835]
1884,[0.8  2.4  1.77],[0.77744913 2.4131098  1.8570981 ]
1885,[1.6  3.2  2.17],[1.6304996 3.2171059 1.0370066]
1886,[4.   4.   0.37],[3.9988503  3.9840093  0.42039686]
1887,[2.4  3.2  1.77],[2.358465  3.1990757 1.8437449]
1888,[2.4  3.2  0.17],[2.380658  3.184381  0.2566576]
1889,[4.   3.2  1.57],[3.984828  3.1948566 1.4113338]
1890,[1.6  1.6  1.37],[1.6201167 1.6156468 1.4829159]
1891,[3.2  3.2  0.97],[3.2183733 3.1997375 0.8771867]
1892,[4.   2.4  0.57],[3.956423   2.3942008  0.61849105]
1893,[3.2  0.8  1.57],[3.2191627  0.80741286 1.5545206 ]
1894,[2.4  0.8  0.97],[2.4008718 0.794984  0.9558552]
1895,[4.   4.   0.97],[4.002228  3.9523745 1.1025438]
1896,[0.8  1.6  1.17],[0.8180618 1.60015   1.1821568]
1897,[4.   2.4  1.37],[3.9889762 2.4111896 1.4092311]
1898,[3.2  2.4  0.57],[3.197033  2.3943923 0.6128375]
1899,[4.   1.6  0.17],[3.9940598  1.597582   0.19752014]
1900,[3.2  2.4  0.37],[3.1999633 2.4017906 0.343857 ]
1901,[3.2  1.6  0.37],[3.237954   1.5712421  0.29184425]
1902,[4.   0.8  0.97],[4.0079427 0.7902008 1.0442929]
1903,[2.4  3.2  0.77],[2.3838043 3.2071266 0.5594478]
1904,[1.6  3.2  1.97],[1.5618004 3.1951952 1.9815028]
1905,[0.8  0.8  1.77],[0.8238301 0.810343  1.9323204]
1906,[0.8  3.2  0.37],[0.799564   3.192881   0.14996195]
1907,[0.8  4.   1.57],[0.80097246 3.9954934  1.5876882 ]
1908,[2.4  1.6  1.57],[2.415084  1.5945516 1.619839 ]
1909,[0.8  2.4  1.57],[0.7724892 2.3958673 1.5593305]
1910,[2.4  1.6  0.17],[2.418239   1.5706081  0.15915859]
1911,[1.6  1.6  0.57],[1.6074743  1.6037345  0.59923166]
1912,[4.   3.2  1.97],[4.0032654 3.2058845 2.113452 ]
1913,[2.4  1.6  0.97],[2.3865304 1.6138833 0.9626033]
1914,[4.   0.8  1.57],[3.9930072 0.8140706 1.6011095]
1915,[2.4  2.4  1.17],[2.3766747 2.4053874 1.1749996]
1916,[3.2  4.   0.97],[3.2068007 4.002712  1.0847435]
1917,[1.6  0.8  0.77],[1.6425679 0.8573648 1.0664691]
1918,[0.8  1.6  2.17],[0.80818427 1.5881715  2.2077577 ]
1919,[2.4  3.2  1.77],[2.3693204 3.19414   1.8424163]
1920,[1.6  0.8  1.77],[1.6489847 0.8364135 1.9172636]
1921,[3.2  2.4  1.57],[3.2077403 2.3992352 1.5407201]
1922,[3.2  0.8  1.77],[3.1972556  0.79792964 1.8211689 ]
1923,[2.4  2.4  0.17],[2.411158   2.3589442  0.21673799]
1924,[2.4  4.   2.17],[2.409328  3.9929743 2.2500253]
1925,[0.8  2.4  0.77],[0.78082573 2.3810477  0.7286297 ]
1926,[4.   0.8  1.37],[4.0025377  0.80949366 1.3912156 ]
1927,[2.4  1.6  1.37],[2.3701963 1.6143483 1.3269596]
1928,[2.4  1.6  0.57],[2.4239843 1.5833838 0.538713 ]
1929,[1.6  0.8  1.17],[1.6449181  0.85061777 1.3825715 ]
1930,[2.4  4.   0.37],[2.3993535  3.998723   0.37202358]
1931,[0.8  3.2  1.57],[0.8205787 3.16295   1.4068143]
1932,[3.2  3.2  0.97],[3.2154539 3.203147  0.8847419]
1933,[2.4  4.   1.77],[2.4082332 4.002793  1.8250802]
1934,[1.6  1.6  1.57],[1.5934808 1.6114315 1.6673365]
1935,[1.6  2.4  0.57],[1.6100268 2.414476  0.5168611]
1936,[2.4  3.2  1.57],[2.4069724 3.204321  1.6115369]
1937,[2.4  2.4  0.17],[2.4186594  2.3877797  0.23657978]
1938,[4.   1.6  1.17],[4.00189   1.6003454 1.2492071]
1939,[0.8  4.   1.97],[0.83150303 3.9985366  2.013275  ]
1940,[4.   0.8  1.37],[4.009609   0.80916727 1.3895035 ]
1941,[4.   4.   1.37],[4.0116653 3.9963093 1.3690267]
1942,[3.2  2.4  1.97],[3.2222328 2.4034095 2.024129 ]
1943,[3.2  0.8  0.37],[3.2070127  0.7958169  0.39542806]
1944,[0.8  1.6  0.97],[0.81006956 1.6201515  1.0741606 ]
1945,[2.4  4.   0.37],[2.411128  3.9944568 0.4147548]
1946,[0.8  4.   0.97],[0.79209495 3.9840536  0.97281265]
1947,[2.4  4.   1.17],[2.4166064 3.990305  1.2318314]
1948,[1.6  4.   1.17],[1.5899711 4.0211444 1.1368448]
1949,[3.2  2.4  0.57],[3.2023988 2.3954883 0.5461546]
1950,[0.8  3.2  2.17],[0.7998893 3.2019317 2.101332 ]
1951,[1.6  3.2  0.97],[1.609399   3.1952162  0.96405005]
1952,[2.4  4.   0.97],[2.4025805 3.9914842 1.0822126]
1953,[3.2  4.   1.77],[3.2008586 4.0147085 1.8102808]
1954,[3.2  3.2  0.77],[3.2085714 3.2024713 0.7639742]
1955,[4.   4.   0.17],[4.0092106  4.00157    0.23032606]
1956,[3.2  4.   0.17],[3.2053797  3.9981885  0.24850577]
1957,[0.8  3.2  0.97],[0.74419165 3.193438   0.7847054 ]
1958,[4.   0.8  0.17],[4.0025706  0.81355107 0.21908414]
1959,[3.2  2.4  1.77],[3.2162747 2.4092865 1.7134076]
1960,[3.2  0.8  1.37],[3.197116  0.7834964 1.3528024]
1961,[1.6  2.4  0.77],[1.5960989 2.4170046 1.135038 ]
1962,[1.6  4.   0.97],[1.5813155 4.019812  0.9583816]
1963,[1.6  0.8  1.57],[1.6104043  0.85045826 1.7668521 ]
1964,[2.4  4.   0.17],[2.4157512 3.987361  0.1734848]
1965,[3.2  3.2  0.37],[3.2142737 3.1936734 0.4188844]
1966,[0.8  1.6  1.77],[0.79094124 1.5874617  1.8358021 ]
1967,[4.   3.2  2.17],[4.041083  3.1893268 2.1836116]
1968,[4.   1.6  0.17],[3.9912343  1.6048552  0.20494437]
1969,[2.4  3.2  0.17],[2.3933957  3.1839652  0.36617756]
1970,[1.6  0.8  1.77],[1.5898741  0.85790706 1.9447408 ]
1971,[3.2  3.2  1.57],[3.1995327 3.2035785 1.6045399]
1972,[4.   1.6  2.17],[4.021498  1.6108307 2.1975193]
1973,[0.8  1.6  0.57],[0.8133755 1.604648  0.5766401]
1974,[0.8  4.   0.97],[0.81732774 3.9903955  0.95807135]
1975,[0.8  2.4  2.17],[0.77588606 2.4131103  2.2195888 ]
1976,[0.8  4.   0.17],[0.8187492  3.9954214  0.17008615]
1977,[2.4  3.2  1.57],[2.4113402 3.1937141 1.5898485]
1978,[1.6  1.6  1.57],[1.6006553 1.6084895 1.6292828]
1979,[0.8  4.   0.97],[0.8010756 4.004124  0.9659181]
1980,[4.   3.2  1.57],[3.996611  3.1821926 1.4659904]
1981,[4.   0.8  1.77],[4.0161204 0.8172251 1.8380008]
1982,[3.2  4.   0.77],[3.210411   4.0016665  0.85367185]
1983,[4.   3.2  0.17],[3.9914546  3.2138805  0.20072299]
