,Actual,Predicted
2564,[2.4  1.6  1.97],[2.3492239 2.4564729 1.5341654]
2565,[0.8  0.8  0.17],[0.83682203 0.68166924 1.1506523 ]
2566,[4.   0.8  1.17],[3.5483613 0.        1.494968 ]
2567,[2.4  3.2  1.77],[2.8038661 3.6221418 0.5724505]
2568,[3.2  1.6  0.77],[2.380476  2.28588   1.3641111]
2569,[2.4  0.8  0.97],[2.476272   1.7058698  0.68176895]
2570,[0.8  3.2  1.37],[0.8023884 2.2734966 1.884131 ]
2571,[0.8  0.8  1.77],[1.0518203  0.86964417 1.8887515 ]
2572,[0.8  3.2  0.77],[0.4892211 3.0346642 1.8853167]
2573,[1.6  4.   0.57],[2.2959025 4.644013  1.0606483]
2574,[1.6  2.4  1.57],[2.0486856 2.9785705 1.2423359]
2575,[2.4  4.   1.57],[2.6229575  5.0512404  0.15967256]
2576,[4.   2.4  1.57],[2.5552773  2.2927072  0.82184327]
2577,[1.6  3.2  0.57],[2.0897932 3.4378505 1.0998214]
2578,[4.   4.   2.17],[3.886211   4.9819794  0.74320704]
2579,[0.8  2.4  2.17],[0.96000457 1.9939995  1.8683212 ]
2580,[2.4  1.6  1.37],[2.2252488 3.1788325 1.2715094]
2581,[1.6  1.6  0.97],[2.5071814 2.4985812 0.8024591]
2582,[2.4  1.6  1.97],[2.2881494 2.739345  1.4338888]
2583,[1.6  2.4  1.17],[2.135376  2.782669  1.1615022]
2584,[4.   0.8  0.37],[3.5225413 0.        1.545131 ]
2585,[2.4  4.   2.17],[3.1867464 5.292496  0.3558128]
2586,[1.6  1.6  0.57],[2.3533206 2.946027  0.7014673]
2587,[4.   3.2  0.37],[4.0988603 3.7986245 0.9448105]
2588,[2.4  3.2  0.37],[2.2866163 3.2389665 0.6420632]
2589,[4.   0.8  1.17],[3.3879855  0.45302987 1.54368   ]
2590,[0.8  2.4  1.57],[0.361943  2.2204764 1.7432674]
2591,[2.4  3.2  1.97],[3.2629397 3.406508  0.8073681]
2592,[1.6  3.2  0.17],[2.1139808 3.325025  1.1484892]
2593,[2.4  3.2  1.77],[2.4047735 3.081481  0.6396359]
2594,[3.2  3.2  1.77],[3.7033057  4.294018   0.74377584]
2595,[1.6  2.4  1.77],[2.0047288 3.4352493 1.1086828]
2596,[2.4  0.8  1.37],[2.6170797 1.8291676 1.2245722]
2597,[2.4  3.2  1.17],[2.1475549 3.094849  0.7553478]
2598,[0.8  1.6  0.57],[0.6239679 2.3249426 1.1559298]
2599,[3.2  2.4  1.37],[2.6566565 2.0514348 1.3154398]
2600,[1.6  2.4  0.77],[2.2144065 2.8308442 1.0393271]
2601,[3.2  4.   1.97],[3.8796465 5.0195932 0.7314478]
2602,[0.8  3.2  0.17],[0.6639056 2.584095  1.830415 ]
2603,[2.4  2.4  1.97],[2.2037437 3.1392276 1.3038243]
2604,[3.2  3.2  0.77],[3.7272966 4.0313225 0.8158348]
2605,[2.4  3.2  0.17],[2.1930084  3.1383553  0.80174136]
2606,[4.   0.8  0.17],[3.576184  0.        1.5109555]
2607,[4.   0.8  0.57],[3.3685904  0.56154966 1.5475311 ]
2608,[0.8  4.   0.57],[0.5250671 3.4089956 1.4359919]
2609,[2.4  1.6  1.37],[2.2282014 3.4742572 1.2469178]
2610,[4.   1.6  0.77],[3.3466165  0.60787225 1.562537  ]
2611,[1.6  3.2  1.97],[2.1672652 2.929481  1.276149 ]
2612,[2.4  2.4  0.77],[2.2281477 3.3061736 1.2589384]
2613,[4.   3.2  1.17],[4.042693   4.5115604  0.82329726]
2614,[1.6  2.4  1.57],[2.131518  2.7269886 1.2946391]
2615,[2.4  4.   0.97],[2.5983853  5.0928783  0.13768494]
2616,[1.6  0.8  1.57],[1.1162992  0.90169644 2.0289922 ]
2617,[0.8  0.8  0.57],[1.0126474 0.8364847 1.7552016]
2618,[2.4  1.6  1.57],[2.2672815 2.5402844 1.2606206]
2619,[3.2  2.4  1.77],[2.8685699 2.3668149 1.0893452]
2620,[0.8  3.2  0.37],[0.6213691 2.5255184 1.8537014]
2621,[4.   3.2  1.17],[4.1130514 4.3192616 0.856063 ]
2622,[0.8  0.8  0.77],[1.0909367  0.91234016 2.0287445 ]
2623,[3.2  2.4  1.97],[3.6328294  3.5618927  0.96460366]
2624,[2.4  2.4  1.97],[2.201538  3.1460621 1.3005921]
2625,[2.4  3.2  0.97],[2.313426  3.219164  0.8059081]
2626,[3.2  4.   1.77],[3.882904 5.002219 0.736909]
2627,[3.2  1.6  0.77],[2.368991  2.3537407 1.3447013]
2628,[3.2  2.4  0.77],[2.79026   2.5277183 1.1014388]
2629,[0.8  1.6  1.57],[0.7096076 2.4317014 1.5013286]
2630,[1.6  0.8  2.17],[1.2331958  0.89987934 2.0841286 ]
2631,[3.2  4.   1.17],[3.8720016 5.079459  0.7140567]
2632,[2.4  2.4  0.37],[2.39907   3.4193149 1.2341274]
2633,[2.4  3.2  1.17],[2.1407006  3.0880883  0.75786746]
2634,[3.2  2.4  0.37],[2.4552264 1.7611955 1.5096393]
2635,[3.2  2.4  1.97],[3.6566646  3.583934   0.96018493]
2636,[1.6  2.4  0.17],[2.7689657 3.4680216 0.8147565]
2637,[2.4  3.2  1.57],[2.3865752  3.3270802  0.58823454]
2638,[2.4  2.4  0.77],[2.251273  3.3226953 1.2577624]
2639,[4.   4.   0.57],[3.8714323 5.068857  0.7181183]
2640,[3.2  0.8  0.17],[2.452836  1.214924  1.6024234]
2641,[1.6  4.   1.37],[2.2930841 4.6458416 1.0698642]
2642,[0.8  3.2  0.97],[0.74702454 2.3840714  1.8560157 ]
2643,[3.2  2.4  1.77],[2.8268352 2.2930775 1.1465598]
2644,[0.8  3.2  1.17],[0.7547581 2.3949406 1.9121492]
2645,[4.   1.6  0.37],[3.343798   0.60860324 1.5651894 ]
2646,[3.2  3.2  0.77],[3.7005208 4.1045804 0.7858031]
2647,[2.4  3.2  1.57],[2.3449063  3.2701178  0.61600506]
2648,[4.   3.2  1.37],[3.9106123 4.1008873 0.8883515]
2649,[1.6  4.   1.37],[2.282557  4.6495504 1.0674623]
2650,[2.4  1.6  1.77],[2.2728667 2.7890034 1.4136342]
2651,[3.2  3.2  0.37],[3.4728878  4.3903055  0.61660916]
2652,[3.2  4.   2.17],[3.8494415  5.2351847  0.66752744]
2653,[4.   1.6  1.17],[3.3436432  0.59674716 1.567007  ]
2654,[2.4  2.4  1.17],[1.8688931 3.849445  1.0883064]
2655,[2.4  4.   1.17],[2.2975607 4.763842  0.0906052]
2656,[0.8  0.8  2.17],[0.9680972  0.83684874 1.6182132 ]
2657,[4.   1.6  0.97],[3.3433063 0.603461  1.5660906]
2658,[4.   2.4  1.57],[1.6853521  2.3672967  0.97613305]
2659,[4.   1.6  0.17],[3.343531   0.60151553 1.5663309 ]
2660,[3.2  3.2  1.57],[3.644814  4.609039  0.6411841]
2661,[3.2  0.8  0.17],[2.6171522 1.0978659 1.6032925]
2662,[0.8  2.4  1.97],[0.41844225 2.2244136  1.8503885 ]
2663,[4.   4.   0.37],[3.8846555  4.9891243  0.74124694]
2664,[2.4  3.2  1.37],[2.255931  3.2132342 0.5807674]
2665,[0.8  4.   1.37],[0.47937083 3.3822782  1.4654857 ]
2666,[0.8  0.8  1.57],[0.99575734 0.8205614  1.6964878 ]
2667,[2.4  1.6  1.57],[2.3080597 2.3214176 1.3243256]
2668,[2.4  1.6  2.17],[2.3380446 2.1940787 1.582864 ]
2669,[4.   4.   1.17],[3.8866212 4.9785213 0.7442637]
2670,[4.   2.4  0.17],[0.8461399 1.9288604 1.7266767]
2671,[0.8  2.4  1.37],[0.36464214 2.3007123  1.5902941 ]
2672,[3.2  2.4  1.17],[3.010763  2.6483483 1.1500338]
2673,[0.8  0.8  2.17],[0.99304295 0.85960984 1.7041684 ]
2674,[4.   2.4  1.97],[3.3788695 2.895247  0.8487132]
2675,[2.4  2.4  1.37],[2.2009792 3.2472868 1.2724884]
2676,[3.2  1.6  0.97],[2.4077022 2.0721707 1.4292848]
2677,[3.2  4.   0.37],[3.7119436 6.1527443 0.391483 ]
2678,[4.   2.4  0.97],[2.2621703 2.647557  0.9806238]
2679,[4.   0.8  0.37],[3.554236 0.       1.546504]
2680,[0.8  4.   1.17],[0.52573276 3.1633089  1.5025184 ]
2681,[0.8  3.2  0.37],[0.7056234 2.1663327 1.8254201]
2682,[4.   2.4  1.97],[3.465992   2.946026   0.85013163]
2683,[3.2  4.   1.97],[3.8755345 5.045231  0.7236272]
2684,[2.4  1.6  1.77],[2.291132  2.754649  1.4370755]
2685,[1.6  4.   0.17],[2.2791924 4.705804  1.0567092]
2686,[2.4  1.6  0.37],[2.2162647 2.8223834 1.001634 ]
2687,[3.2  0.8  0.57],[3.2073712  0.41554236 1.67946   ]
2688,[3.2  4.   1.37],[3.8707163  5.0893345  0.71116555]
2689,[2.4  4.   0.57],[2.1346166  4.639827   0.04643625]
2690,[0.8  3.2  1.97],[2.213489  1.3363936 1.7284591]
2691,[2.4  4.   1.17],[2.2264674  4.687042   0.08275717]
2692,[1.6  4.   0.17],[2.2916203 4.6584463 1.0606585]
2693,[4.   2.4  0.37],[1.7576296 2.681119  1.1091732]
2694,[3.2  3.2  1.37],[3.8143656 3.3937187 0.9986806]
2695,[3.2  1.6  1.37],[2.4536204 1.7577779 1.522398 ]
2696,[2.4  2.4  1.97],[2.199821  3.15009   1.3009703]
2697,[2.4  2.4  0.17],[2.4566817 3.4351993 1.2291396]
2698,[1.6  2.4  0.57],[2.1772046 3.044928  0.905539 ]
2699,[0.8  4.   1.57],[0.66161776 2.856984   1.5712543 ]
2700,[4.   1.6  1.37],[3.3463118 0.6067829 1.564418 ]
2701,[4.   1.6  2.17],[1.6869384 1.3970233 1.705925 ]
2702,[2.4  3.2  0.77],[2.3140755 3.2725682 0.5798119]
2703,[3.2  3.2  1.17],[3.7851753 3.5860667 0.9403977]
2704,[2.4  3.2  2.17],[2.2652054 2.835873  0.865183 ]
2705,[2.4  4.   2.17],[3.381946   5.5520744  0.38287354]
2706,[2.4  0.8  1.97],[2.6528833 1.8532691 1.3443613]
2707,[1.6  1.6  1.97],[2.65861   2.4176672 1.4905932]
2708,[0.8  2.4  0.17],[1.0456417 2.669401  1.2389377]
2709,[3.2  3.2  1.17],[3.7904534 3.5474524 0.9518271]
2710,[1.6  4.   1.57],[2.3047357 4.6180134 1.0759734]
2711,[0.8  3.2  1.97],[1.0948236 1.9406755 1.9079123]
2712,[0.8  3.2  0.17],[0.7929964 2.10666   1.7968783]
2713,[0.8  1.6  1.77],[0.75598073 2.573027   1.7276201 ]
2714,[2.4  0.8  1.97],[2.651196  1.8560892 1.3397586]
2715,[3.2  0.8  0.57],[3.1979322  0.42323112 1.6790478 ]
2716,[2.4  1.6  1.37],[2.2177656 3.02319   1.270304 ]
2717,[2.4  3.2  1.17],[2.1856344 3.1384897 0.6646932]
2718,[4.   3.2  0.17],[3.4149332 3.9752793 1.0838642]
2719,[1.6  0.8  0.57],[1.3230438  0.60944676 1.1704489 ]
2720,[1.6  1.6  1.57],[2.5923839 2.1227162 1.6960108]
2721,[1.6  3.2  0.77],[2.1208322 3.3478217 1.1698383]
2722,[2.4  4.   0.37],[2.1304133 4.62158   0.058761 ]
2723,[4.   4.   1.37],[3.886771  4.9779553 0.7443981]
2724,[0.8  2.4  0.37],[1.31565   2.9920728 1.1453254]
2725,[0.8  4.   1.57],[0.59020066 3.36898    1.5503472 ]
2726,[4.   0.8  1.17],[3.5536773 0.        1.5202262]
2727,[0.8  3.2  0.17],[0.70156956 2.3603182  1.8190801 ]
2728,[1.6  3.2  1.37],[1.9422253 3.8889565 1.0151161]
2729,[0.8  0.8  0.97],[1.015513   0.83793545 1.764294  ]
2730,[4.   3.2  0.77],[4.066251   4.2628717  0.88126075]
2731,[0.8  4.   0.37],[0.5474098 3.2290342 1.4875236]
2732,[4.   0.8  1.77],[3.4209995  0.74697256 1.2848238 ]
2733,[0.8  1.6  1.17],[0.66241145 2.3669834  1.323539  ]
2734,[1.6  3.2  0.17],[2.1907167 3.0128536 1.2172525]
2735,[2.4  3.2  1.97],[3.4343467  3.6616747  0.80069363]
2736,[1.6  3.2  0.57],[2.1209412 3.346039  1.1165307]
2737,[3.2  2.4  0.57],[2.642717  2.5497584 1.2461512]
2738,[2.4  1.6  1.37],[2.2200277 3.1871042 1.2664027]
2739,[3.2  1.6  0.97],[2.376861  2.294654  1.3626171]
2740,[0.8  1.6  0.17],[0.7480159 2.7235055 1.1060377]
2741,[4.   3.2  1.37],[4.014803   4.131647   0.88518953]
2742,[3.2  0.8  0.37],[2.192766 1.256034 1.675073]
2743,[2.4  1.6  1.97],[2.3336885 2.5091457 1.5050735]
2744,[2.4  0.8  0.37],[2.448391   1.6855077  0.47864178]
2745,[1.6  2.4  0.57],[2.2227585 2.9163535 0.9653927]
2746,[4.   4.   2.17],[3.886547   4.979658   0.74389744]
2747,[1.6  0.8  0.17],[2.4387722  1.9883296  0.40387005]
2748,[4.   1.6  2.17],[1.6726142 1.1671983 1.7304252]
2749,[0.8  1.6  1.77],[0.7484431 2.585513  1.709759 ]
2750,[1.6  0.8  1.17],[1.0234153  0.80301905 1.6494182 ]
2751,[2.4  2.4  1.77],[2.223446  3.1697083 1.2794166]
2752,[3.2  1.6  2.17],[2.134077  3.2949522 1.2117385]
2753,[0.8  0.8  1.77],[1.0037389 0.827528  1.723837 ]
2754,[0.8  4.   1.57],[0.519752  3.4220276 1.5501013]
2755,[0.8  3.2  0.17],[0.75746965 2.0104504  1.8044095 ]
2756,[1.6  1.6  2.17],[2.7928882 1.8326526 1.6894169]
2757,[2.4  0.8  0.17],[2.437874  1.6768193 0.4828467]
2758,[1.6  2.4  2.17],[2.1248016 2.7753537 1.2200508]
2759,[2.4  2.4  2.17],[1.9259953 3.88      1.0811753]
2760,[3.2  0.8  0.17],[2.8665743 0.9513242 1.5980046]
2761,[3.2  1.6  1.97],[2.3506227 2.7257998 1.3044384]
2762,[1.6  1.6  1.97],[2.6454961 2.393098  1.548971 ]
2763,[3.2  3.2  0.57],[2.2646713 4.7587233 1.0496517]
2764,[3.2  0.8  0.77],[2.4695954 1.5739411 1.4338143]
2765,[2.4  4.   0.77],[2.620305  5.1283293 0.1355092]
2766,[4.   2.4  0.77],[1.7248945 3.094171  1.2037107]
2767,[3.2  0.8  1.37],[3.1783974  0.49799347 1.6528728 ]
2768,[4.   4.   1.37],[3.8865762 4.978627  0.7442428]
2769,[0.8  0.8  1.17],[1.0247431  0.84593153 1.7958955 ]
2770,[2.4  0.8  0.77],[2.5853457 1.8057773 1.1144394]
2771,[4.   4.   0.57],[3.8757098 5.004889  0.7387295]
2772,[4.   2.4  0.17],[0.48344803 2.1026595  1.6906877 ]
2773,[4.   4.   1.97],[3.8862653  4.981184   0.74346983]
2774,[4.   3.2  0.97],[3.9140573  4.7687035  0.77961624]
2775,[4.   1.6  0.97],[3.3396595  0.60247684 1.5671017 ]
2776,[2.4  0.8  2.17],[2.6712604 1.888457  1.4122548]
2777,[2.4  2.4  0.97],[2.0441341 3.6829433 1.1536436]
2778,[4.   2.4  1.97],[3.716313  3.1498134 0.8512363]
2779,[3.2  1.6  1.77],[2.2340622 3.0657449 1.1605586]
2780,[3.2  0.8  1.57],[3.023892   0.89737463 1.5415548 ]
2781,[1.6  0.8  0.57],[1.3322244  0.62674665 1.2120813 ]
2782,[2.4  2.4  1.97],[2.2038476 3.139204  1.3034744]
2783,[1.6  1.6  2.17],[2.8711658 1.8415172 1.6815   ]
2784,[1.6  4.   0.77],[2.2799325 4.720473  1.0510622]
2785,[3.2  2.4  0.97],[2.724704  3.2119555 1.0351712]
2786,[2.4  3.2  0.97],[2.4127848 3.3570528 0.7282914]
2787,[1.6  3.2  0.97],[2.188117  3.18117   1.1459898]
2788,[2.4  2.4  0.97],[2.0456862 3.722725  1.1409986]
2789,[3.2  4.   1.57],[3.8676047 5.111288  0.7046492]
2790,[4.   2.4  0.37],[1.5389657 2.506735  1.1214253]
2791,[4.   1.6  0.77],[3.3370497 0.6188805 1.5649505]
2792,[2.4  0.8  1.97],[2.6510086 1.8449657 1.3338813]
2793,[3.2  1.6  0.77],[2.3607998 2.397465  1.332355 ]
2794,[4.   3.2  0.57],[3.9575608 4.201288  0.8888659]
2795,[3.2  1.6  0.17],[2.4562416 1.7561373 1.5243902]
2796,[3.2  0.8  0.17],[2.8188376 1.1199584 1.5898808]
2797,[4.   1.6  1.37],[3.3452256 0.6066892 1.5647162]
2798,[3.2  3.2  1.57],[3.6486356 4.5682893 0.6515748]
2799,[1.6  0.8  1.77],[1.1665072 0.88658   2.0047617]
2800,[2.4  0.8  0.77],[2.5401254 1.784854  0.9574986]
2801,[0.8  3.2  0.17],[0.74715734 2.0634995  1.8051317 ]
2802,[2.4  1.6  0.57],[2.1661353 3.0559897 1.0230365]
2803,[4.   2.4  1.57],[3.5824072 3.0583837 0.8747057]
2804,[1.6  3.2  0.97],[2.0663002 3.5473123 1.0817815]
2805,[0.8  3.2  0.17],[0.88720584 2.0816708  1.7775033 ]
2806,[2.4  4.   0.77],[2.4737844  4.9904795  0.10223037]
2807,[0.8  4.   0.17],[0.5163095 3.3719156 1.4464583]
2808,[3.2  3.2  0.37],[3.623216  4.5154166 0.6521317]
2809,[1.6  0.8  1.37],[1.137218   0.80390394 1.6946248 ]
2810,[1.6  2.4  1.37],[2.0951571 2.9583151 1.2417132]
2811,[1.6  0.8  1.77],[1.182661  0.8796327 1.9859551]
2812,[3.2  4.   1.97],[3.876076   5.0424967  0.72450525]
2813,[3.2  3.2  1.17],[3.79289   3.531011  0.9566749]
2814,[2.4  4.   1.37],[2.489853  4.940463  0.1249463]
2815,[0.8  4.   1.17],[0.4981284 3.333323  1.4550242]
2816,[3.2  2.4  2.17],[3.6886542 3.369279  1.0120077]
2817,[3.2  4.   0.57],[3.782293  5.6418858 0.5423759]
2818,[1.6  4.   1.97],[2.3586168 4.335468  1.1436181]
2819,[4.   2.4  1.57],[2.2843404 2.3850474 0.8919957]
2820,[4.   2.4  0.37],[1.953778  2.73022   1.0761155]
2821,[4.   3.2  0.17],[3.682718  4.0268145 1.0162525]
2822,[4.   0.8  1.77],[3.479566   0.72105205 1.3231938 ]
2823,[1.6  1.6  1.77],[2.8342235 2.2572343 1.6003432]
2824,[1.6  3.2  0.17],[2.06744   3.467668  1.1225046]
2825,[3.2  4.   1.17],[3.8451605 5.2666936 0.6582676]
2826,[0.8  0.8  0.17],[0.83625674 0.68113804 1.1487153 ]
2827,[1.6  0.8  0.37],[0.98849726 0.7388549  1.4237216 ]
2828,[2.4  2.4  0.97],[1.9610982 3.808969  1.107092 ]
2829,[4.   1.6  1.77],[1.7416986 1.5184038 1.8154315]
2830,[1.6  0.8  1.57],[1.1618721  0.87097764 1.9332407 ]
2831,[1.6  0.8  0.17],[2.4422448  1.7649057  0.40220958]
2832,[3.2  0.8  1.37],[3.180356   0.49282742 1.6539735 ]
2833,[1.6  4.   1.17],[2.3360953 4.5168943 1.0901707]
2834,[2.4  0.8  0.57],[2.4358363  2.0734563  0.42906117]
2835,[3.2  3.2  1.17],[3.7928586 3.5302522 0.9569019]
2836,[1.6  0.8  1.77],[1.1900659 0.8781996 1.9865184]
2837,[1.6  3.2  1.57],[2.3357458 2.8233483 1.192081 ]
2838,[2.4  3.2  1.57],[2.4464011 3.3778155 0.5670347]
2839,[2.4  4.   0.37],[2.1253116  4.625328   0.05507368]
2840,[3.2  1.6  1.97],[0.19622087 5.3014936  1.5469857 ]
2841,[3.2  3.2  0.57],[3.5137622  4.118537   0.69947886]
2842,[2.4  2.4  2.17],[2.0212846 3.702313  1.1357044]
2843,[3.2  1.6  0.97],[2.4168596 2.0046659 1.4496691]
2844,[1.6  1.6  1.17],[2.7082512 2.281761  1.2439135]
2845,[3.2  4.   1.57],[3.847896   5.249428   0.66353714]
2846,[2.4  2.4  1.57],[2.1952107 3.1638973 1.3021269]
2847,[3.2  3.2  0.77],[3.6839519 4.1978993 0.7566321]
2848,[2.4  1.6  1.97],[2.340908  2.4258301 1.5357006]
2849,[0.8  3.2  1.97],[1.2524354 1.8257257 1.8874574]
2850,[2.4  1.6  0.57],[2.2283747  3.0848625  0.74470913]
2851,[2.4  1.6  1.57],[2.3134212 2.2747617 1.3415385]
2852,[4.   3.2  2.17],[3.9054728  4.8557143  0.77243936]
2853,[2.4  0.8  1.37],[2.627606  1.8386285 1.2606227]
2854,[4.   1.6  2.17],[2.0424528 0.8597913 1.632406 ]
2855,[3.2  2.4  0.17],[2.3994322 1.9425445 1.4585922]
2856,[4.   0.8  2.17],[2.636228   0.36622524 1.5957079 ]
2857,[2.4  0.8  1.57],[2.592825  1.84273   1.1472188]
2858,[0.8  4.   1.97],[1.785766  1.8742363 1.6041276]
2859,[3.2  2.4  1.17],[2.934071  3.0431082 1.0254979]
2860,[2.4  1.6  0.57],[2.1798873  3.0265465  0.89139915]
2861,[1.6  1.6  0.77],[2.3658245  2.8933005  0.79287213]
2862,[1.6  0.8  2.17],[1.1606407  0.92041206 2.1030378 ]
2863,[4.   2.4  1.17],[2.9781642 2.2781363 1.002072 ]
2864,[4.   3.2  0.37],[4.0832863 3.754545  0.9572764]
2865,[1.6  2.4  1.17],[2.1922119 2.5654879 1.2035619]
2866,[4.   3.2  0.37],[4.208461  3.401763  1.0297278]
2867,[0.8  3.2  0.97],[0.6502874 2.5076885 1.8686352]
2868,[1.6  3.2  1.57],[2.2849743 2.931213  1.1741999]
2869,[3.2  3.2  1.17],[3.8013818  3.4775429  0.97316897]
2870,[4.   2.4  0.17],[0.38089085 2.1668968  1.5706686 ]
2871,[2.4  3.2  1.17],[2.128532   3.0716019  0.85470575]
2872,[3.2  1.6  2.17],[2.1238027 3.3510785 1.2236886]
2873,[0.8  0.8  1.57],[0.9949684  0.81983757 1.6937604 ]
2874,[3.2  3.2  0.37],[3.5466526 4.45708   0.6326642]
2875,[0.8  3.2  2.17],[1.3108847 2.0624413 1.7941974]
2876,[1.6  0.8  0.17],[2.3470874  2.451811   0.39743888]
2877,[0.8  4.   0.77],[0.57478833 3.2771287  1.4544554 ]
2878,[1.6  0.8  1.17],[1.033643  0.8160958 1.7014614]
2879,[2.4  1.6  2.17],[2.3461227 2.1258442 1.6083554]
2880,[3.2  2.4  1.17],[3.0355136 3.3058577 1.0152988]
2881,[1.6  0.8  1.77],[1.1468401  0.90413475 2.0525923 ]
2882,[4.   0.8  0.17],[3.569685  0.        1.5191259]
2883,[1.6  4.   1.77],[2.3400133 4.313281  1.1264265]
2884,[1.6  2.4  0.77],[2.2329917 2.853458  1.0238985]
2885,[0.8  3.2  1.37],[0.6533451 2.5458374 1.9096284]
2886,[0.8  2.4  0.77],[1.0272121 2.6033905 1.3006498]
2887,[2.4  0.8  0.57],[2.417318   2.1062124  0.43473417]
2888,[1.6  4.   0.97],[2.2961152 4.663868  1.0632108]
2889,[4.   4.   0.77],[3.884162   4.9905434  0.74093735]
2890,[2.4  2.4  1.37],[2.1850028 3.2000475 1.2884998]
2891,[1.6  2.4  1.37],[2.0301638 3.2215455 1.1747974]
2892,[2.4  3.2  1.97],[3.4334805  4.198377   0.66202784]
2893,[3.2  4.   0.57],[3.8123565 5.4186153 0.6080103]
2894,[3.2  4.   0.17],[3.6057847  5.7974796  0.42579788]
2895,[2.4  1.6  0.37],[2.20778   2.8255749 0.9810824]
2896,[1.6  0.8  1.37],[1.2242167 0.751389  1.5903467]
2897,[2.4  4.   0.57],[2.3601923  4.869626   0.08296937]
2898,[3.2  2.4  1.97],[3.6500268  3.5653844  0.95607287]
2899,[1.6  2.4  0.77],[2.380333  2.140746  1.2820675]
2900,[4.   0.8  1.97],[3.4535964  0.24460101 1.4733622 ]
2901,[3.2  2.4  0.77],[2.7937374 2.324692  1.147513 ]
2902,[3.2  4.   2.17],[3.8462346 5.259959  0.6603133]
2903,[0.8  0.8  1.37],[1.0526786 0.8703675 1.891682 ]
2904,[4.   4.   0.97],[3.886577 4.979391 0.743983]
2905,[3.2  0.8  1.37],[3.1857498 0.4796071 1.6587858]
2906,[4.   3.2  1.97],[3.8839972 4.8148584 0.7709751]
2907,[4.   3.2  0.97],[3.9934022 4.517708  0.8253549]
2908,[3.2  0.8  1.97],[3.1722953  0.49802732 1.6523781 ]
2909,[1.6  2.4  1.17],[2.1805487 2.545904  1.2813798]
2910,[0.8  0.8  0.57],[0.96823263 0.796854   1.6023641 ]
2911,[3.2  1.6  0.17],[2.4590793 1.7366879 1.5301043]
2912,[4.   1.6  1.37],[3.3463824 0.6031337 1.5651711]
2913,[2.4  1.6  0.57],[2.2023873 2.8769739 1.0384548]
2914,[2.4  3.2  1.97],[2.4406044  3.4322681  0.61713195]
2915,[3.2  3.2  0.17],[3.4825153  4.367719   0.62576497]
2916,[1.6  4.   1.97],[2.389268  4.2004967 1.1816252]
2917,[1.6  2.4  1.57],[2.050712  3.0099168 1.2338111]
2918,[2.4  1.6  0.37],[2.2587657 2.6545262 1.1405193]
2919,[0.8  1.6  0.57],[0.6257088 2.3210278 1.149194 ]
2920,[1.6  4.   0.37],[2.287634  4.674333  1.0607375]
2921,[2.4  2.4  0.37],[2.5376348 3.4867454 1.2253585]
2922,[0.8  2.4  0.37],[1.2241898 3.0343146 1.158226 ]
2923,[0.8  2.4  0.37],[1.769771  3.198964  1.1011883]
2924,[3.2  0.8  0.97],[3.0480666  0.52929616 1.6957514 ]
2925,[0.8  3.2  1.37],[0.65164566 2.4558694  1.9338675 ]
2926,[0.8  3.2  1.57],[1.5146263 1.8241745 1.809331 ]
2927,[1.6  0.8  0.17],[2.439262  1.7681274 0.4082507]
2928,[3.2  3.2  1.57],[3.6466346  4.5756707  0.64866483]
2929,[3.2  3.2  2.17],[3.8108017 4.048171  0.8696082]
2930,[0.8  4.   1.77],[0.68608975 2.297616   1.7381711 ]
2931,[1.6  1.6  2.17],[2.76399   2.0401676 1.6243496]
2932,[2.4  3.2  0.77],[2.2725267 3.2232492 0.5938693]
2933,[2.4  0.8  2.17],[2.6703944 1.8980715 1.4119084]
2934,[4.   4.   0.77],[3.8796008 4.984164  0.7446271]
2935,[3.2  2.4  1.77],[3.054024  2.8759346 0.9955483]
2936,[0.8  3.2  0.57],[0.8825841 2.3657694 1.7602551]
2937,[4.   0.8  2.17],[1.209218  1.7898548 1.7281265]
2938,[2.4  2.4  0.17],[2.3715072 3.3695974 1.2423395]
2939,[0.8  0.8  2.17],[0.97787666 0.82740974 1.6442881 ]
2940,[0.8  2.4  0.77],[0.9064138 2.6844234 1.2184396]
2941,[1.6  1.6  1.77],[2.8563604 2.080529  1.6584177]
2942,[4.   0.8  0.17],[3.5809264 0.        1.4988292]
2943,[3.2  0.8  1.97],[3.167847  0.4995904 1.654746 ]
2944,[3.2  4.   0.97],[3.842677  5.2680206 0.6568397]
2945,[4.   3.2  0.57],[3.8793852 4.4355183 0.8428051]
2946,[4.   4.   1.77],[3.886308  4.9812512 0.7434302]
2947,[4.   3.2  0.97],[3.970484  4.563553  0.8192744]
2948,[0.8  0.8  2.17],[1.0015712  0.83817816 1.721482  ]
2949,[1.6  3.2  2.17],[2.2333972 2.9584835 1.1957966]
2950,[0.8  1.6  1.37],[0.71599865 2.5184236  1.5829048 ]
2951,[0.8  3.2  1.37],[0.6056206 2.3788326 1.9586349]
2952,[2.4  2.4  1.57],[2.1363897 3.3406334 1.2455711]
2953,[2.4  2.4  1.17],[1.8614107 3.977531  1.0510085]
2954,[1.6  0.8  2.17],[1.2311163 0.9005712 2.0712917]
2955,[0.8  3.2  0.37],[0.6532612 2.6733592 1.8348997]
2956,[0.8  4.   0.37],[0.53087044 3.3688955  1.452047  ]
2957,[4.   0.8  1.77],[3.5679302 0.3784306 1.3265983]
