,Actual,Predicted
2614,[1.6  2.4  1.57],[1.5116394 2.3320854 1.2032294]
2615,[2.4  4.   0.97],[2.4812908 3.8255763 0.7805629]
2616,[1.6  0.8  1.57],[1.2701205  0.89194036 1.2463838 ]
2617,[0.8  0.8  0.57],[0.73230773 1.0496509  1.3513575 ]
2618,[2.4  1.6  1.57],[2.259484  1.9872798 1.4803857]
2619,[3.2  2.4  1.77],[2.9399064 2.317809  1.3698891]
2620,[0.8  3.2  0.37],[0.67995536 3.477051   1.0631115 ]
2621,[4.   3.2  1.17],[4.3496947 3.27023   1.3646008]
2622,[0.8  0.8  0.77],[0.7322903 1.0496088 1.351367 ]
2623,[3.2  2.4  1.97],[2.9287717 2.8071003 1.8309689]
2624,[2.4  2.4  1.97],[2.2832558 2.1256187 1.4412295]
2625,[2.4  3.2  0.97],[2.3434381 3.193573  0.5848299]
2626,[3.2  4.   1.77],[3.3168318 4.246015  1.2226505]
2627,[3.2  1.6  0.77],[3.2088013 1.9144658 1.2586682]
2628,[3.2  2.4  0.77],[2.9078212 2.3196862 1.3635062]
2629,[0.8  1.6  1.57],[0.78908175 1.1867847  1.3203697 ]
2630,[1.6  0.8  2.17],[1.2691946  0.91013193 1.2442449 ]
2631,[3.2  4.   1.17],[3.1215646 3.990264  1.5326561]
2632,[2.4  2.4  0.37],[2.6200237 2.475764  0.8027604]
2633,[2.4  3.2  1.17],[2.4138203 3.1711178 0.5685362]
2634,[3.2  2.4  0.37],[2.2809613 2.356361  1.2388002]
2635,[3.2  2.4  1.97],[2.9369345 2.8055701 1.831595 ]
2636,[1.6  2.4  0.17],[2.330332  2.3534725 1.248622 ]
2637,[2.4  3.2  1.57],[2.365985  3.2123346 0.6118312]
2638,[2.4  2.4  0.77],[1.9594332 2.4333797 1.7225056]
2639,[4.   4.   0.57],[3.693407   4.162093   0.44568753]
2640,[3.2  0.8  0.17],[2.3564086 0.9980314 1.4329574]
2641,[1.6  4.   1.37],[0.55772775 4.5293245  1.0638967 ]
2642,[0.8  3.2  0.97],[0.8237592 3.2293348 1.0584434]
2643,[3.2  2.4  1.77],[3.0462668 2.3115864 1.3910482]
2644,[0.8  3.2  1.17],[0.97901905 3.0787854  1.1557608 ]
2645,[4.   1.6  0.37],[3.8223188 1.6657104 0.6834601]
2646,[3.2  3.2  0.77],[3.1667886  3.138177   0.21278954]
2647,[2.4  3.2  1.57],[2.385329 3.227276 0.613272]
2648,[4.   3.2  1.37],[3.9954767 3.293435  1.4873307]
2649,[1.6  4.   1.37],[0.63118684 4.3486857  1.017396  ]
2650,[2.4  1.6  1.77],[2.5561476 1.9623703 1.579369 ]
2651,[3.2  3.2  0.37],[3.0225987  3.3923836  0.12177575]
2652,[3.2  4.   2.17],[2.9808803 3.8216567 1.5692942]
2653,[4.   1.6  1.17],[3.810269  1.6631173 0.6952259]
2654,[2.4  2.4  1.17],[2.8527546 1.9215459 1.7238379]
2655,[2.4  4.   1.17],[2.330865  3.5885258 1.0107437]
2656,[0.8  0.8  2.17],[0.7611457 1.1193072 1.3356174]
2657,[4.   1.6  0.97],[3.8123195 1.6666212 0.6892593]
2658,[4.   2.4  1.57],[3.5668855 2.2811275 1.4946188]
2659,[4.   1.6  0.17],[3.6990476 1.67773   0.7328256]
2660,[3.2  3.2  1.57],[3.1441317  3.808672   0.58142316]
2661,[3.2  0.8  0.17],[2.337891   0.99148595 1.4250009 ]
2662,[0.8  2.4  1.97],[1.4003413 2.382689  1.1680652]
2663,[4.   4.   0.37],[3.8321683 4.1472907 0.8183749]
2664,[2.4  3.2  1.37],[2.4015641 3.1859536 0.5712172]
2665,[0.8  4.   1.37],[0.3844807 4.0863943 1.1605759]
2666,[0.8  0.8  1.57],[0.7416543 1.0722269 1.346256 ]
2667,[2.4  1.6  1.57],[2.162339  1.9861145 1.2406555]
2668,[2.4  1.6  2.17],[2.4708884 1.8349723 1.3183854]
2669,[4.   4.   1.17],[3.7635145 4.0290213 1.0738231]
2670,[4.   2.4  0.17],[2.8356268 2.3244562 0.       ]
2671,[0.8  2.4  1.37],[1.2971218 2.4139209 1.0430776]
2672,[3.2  2.4  1.17],[3.1996107 2.302615  1.4215541]
2673,[0.8  0.8  2.17],[0.75307447 1.0998116  1.3400228 ]
2674,[4.   2.4  1.97],[4.2598176 2.240587  1.6324689]
2675,[2.4  2.4  1.37],[1.9169202 2.3245316 1.8479824]
2676,[3.2  1.6  0.97],[3.567127  1.5554602 1.186303 ]
2677,[3.2  4.   0.37],[2.7758725  4.2558556  0.44552308]
2678,[4.   2.4  0.97],[4.1476192 2.2471514 1.6101485]
2679,[4.   0.8  0.37],[4.0841784 0.9106275 1.0279992]
2680,[0.8  4.   1.17],[0.42159408 4.173962   1.292022  ]
2681,[0.8  3.2  0.37],[0.67721725 3.4817677  1.0632004 ]
2682,[4.   2.4  1.97],[4.1803865 2.2452343 1.6166673]
2683,[3.2  4.   1.97],[3.0612104 4.011777  1.1779512]
2684,[2.4  1.6  1.77],[2.5457697 1.945731  1.606261 ]
2685,[1.6  4.   0.17],[0.6050852 4.422655  0.975633 ]
2686,[2.4  1.6  0.37],[2.257291  2.0840118 1.3394712]
2687,[3.2  0.8  0.57],[2.4495125 0.8893132 1.471272 ]
2688,[3.2  4.   1.37],[3.154667  3.877458  1.6121488]
2689,[2.4  4.   0.57],[2.640031 4.09057  0.487055]
2690,[0.8  3.2  1.97],[1.2971218 2.4139209 1.0430776]
2691,[2.4  4.   1.17],[2.3130827 3.5678864 1.0127804]
2692,[1.6  4.   0.17],[0.5406942 4.511672  0.9801347]
2693,[4.   2.4  0.37],[3.6864624 2.2741315 1.5184071]
2694,[3.2  3.2  1.37],[3.4979327 3.338038  1.6997519]
2695,[3.2  1.6  1.37],[3.9112473 1.5107994 1.2443383]
2696,[2.4  2.4  1.97],[2.3009183 2.0378873 1.6543016]
2697,[2.4  2.4  0.17],[2.660831   2.4824488  0.59885746]
2698,[1.6  2.4  0.57],[1.2971218 2.4139209 1.0430776]
2699,[0.8  4.   1.57],[0.41175443 4.321633   1.406799  ]
2700,[4.   1.6  1.37],[4.0021935 1.4518266 1.0005249]
2701,[4.   1.6  2.17],[3.4993477 1.8896631 2.067697 ]
2702,[2.4  3.2  0.77],[2.3409204  3.1170795  0.60650057]
2703,[3.2  3.2  1.17],[3.486445  3.3294384 1.6246715]
2704,[2.4  3.2  2.17],[1.9032172 2.1250603 1.2369058]
2705,[2.4  4.   2.17],[2.2025232 3.2894132 1.467729 ]
2706,[2.4  0.8  1.97],[2.3382547 0.7633499 1.44203  ]
2707,[1.6  1.6  1.97],[1.3848248 1.7446452 1.1012982]
2708,[0.8  2.4  0.17],[1.35852   2.464482  1.1066364]
2709,[3.2  3.2  1.17],[3.4834864 3.3243232 1.6240848]
2710,[1.6  4.   1.57],[0.5001714 4.562419  1.0016289]
2711,[0.8  3.2  1.97],[1.2058668 2.5711164 1.0460398]
2712,[0.8  3.2  0.17],[0.6480612 3.531992  1.0641469]
2713,[0.8  1.6  1.77],[0.84164786 1.3137546  1.2916788 ]
2714,[2.4  0.8  1.97],[2.2858934 0.7655865 1.3750803]
2715,[3.2  0.8  0.57],[2.3890028 0.9243834 1.4492549]
2716,[2.4  1.6  1.37],[2.4633646 2.0639484 1.4135634]
2717,[2.4  3.2  1.17],[2.36688   3.1110837 0.5967849]
2718,[4.   3.2  0.17],[3.6482184 3.1077213 0.       ]
2719,[1.6  0.8  0.57],[1.2751508  0.89044595 1.2454045 ]
2720,[1.6  1.6  1.57],[1.6360211 1.8345428 1.5468589]
2721,[1.6  3.2  0.77],[1.9400666 2.202532  1.7353375]
2722,[2.4  4.   0.37],[2.3912637 3.7682962 0.6298904]
2723,[4.   4.   1.37],[3.697493  3.9571176 1.1504291]
2724,[0.8  2.4  0.37],[2.3151639 2.3543599 1.2456044]
2725,[0.8  4.   1.57],[0.36071008 4.3917246  1.3928375 ]
2726,[4.   0.8  1.17],[4.088289   0.90841043 1.027977  ]
2727,[0.8  3.2  0.17],[0.6476344 3.5327272 1.0641607]
2728,[1.6  3.2  1.37],[1.5074164 3.398824  1.4685003]
2729,[0.8  0.8  0.97],[0.73497903 1.0561033  1.3498994 ]
2730,[4.   3.2  0.77],[4.1655917 3.2240458 1.2179472]
2731,[0.8  4.   0.37],[0.07153845 4.5251093  1.0828614 ]
2732,[4.   0.8  1.77],[3.8448703 1.0397065 1.0292939]
2733,[0.8  1.6  1.17],[0.8479615 1.3290048 1.2882328]
2734,[1.6  3.2  0.17],[1.6025157 2.8805618 1.4730338]
2735,[2.4  3.2  1.97],[2.6609206 3.3544412 2.2705245]
2736,[1.6  3.2  0.57],[1.5511998 3.3895764 1.448302 ]
2737,[3.2  2.4  0.57],[3.0879493 2.3091478 1.3993404]
2738,[2.4  1.6  1.37],[2.4852567 2.0553918 1.4330301]
2739,[3.2  1.6  0.97],[3.2243829 1.7644095 1.1983894]
2740,[0.8  1.6  0.17],[1.1340241 2.0199695 1.1320976]
2741,[4.   3.2  1.37],[4.238739  3.2758665 1.3952472]
2742,[3.2  0.8  0.37],[2.462957  0.9327284 1.4778044]
2743,[2.4  1.6  1.97],[2.4832606 1.8827341 1.5971153]
2744,[2.4  0.8  0.37],[1.9296379 0.9599874 1.1177807]
2745,[1.6  2.4  0.57],[1.4784143 2.4033144 1.0791435]
2746,[4.   4.   2.17],[3.570758  3.8199782 1.2916136]
2747,[1.6  0.8  0.17],[1.2892296 1.0122848 1.2263508]
2748,[4.   1.6  2.17],[3.5166333 1.8684059 2.114728 ]
2749,[0.8  1.6  1.77],[0.8333224 1.293645  1.2962229]
2750,[1.6  0.8  1.17],[1.2713648 0.876271  1.248122 ]
2751,[2.4  2.4  1.77],[2.2128773 2.1216402 1.5120369]
2752,[3.2  1.6  2.17],[2.1211548 2.1092353 1.7574484]
2753,[0.8  0.8  1.77],[0.7503689 1.0932764 1.3414996]
2754,[0.8  4.   1.57],[0.36800182 4.3708267  1.385301  ]
2755,[0.8  3.2  0.17],[0.6968615 3.4479284 1.0625627]
2756,[1.6  1.6  2.17],[1.4667447 1.693563  1.4882932]
2757,[2.4  0.8  0.17],[1.8766615  0.80395865 1.1163605 ]
2758,[1.6  2.4  2.17],[1.4155939 2.4012947 1.0902579]
2759,[2.4  2.4  2.17],[2.6379933 2.3671124 2.1512136]
2760,[3.2  0.8  0.17],[2.2795057 1.0088458 1.4029323]
2761,[3.2  1.6  1.97],[2.445056  2.0250695 2.1144943]
2762,[1.6  1.6  1.97],[1.3511157 1.7262943 1.112016 ]
2763,[3.2  3.2  0.57],[2.7452092 4.03749   0.4643283]
2764,[3.2  0.8  0.77],[2.3132558 1.2158481 1.3885579]
2765,[2.4  4.   0.77],[2.7477684  4.2250824  0.44244707]
2766,[4.   2.4  0.77],[4.1654234 2.2461097 1.6136905]
2767,[3.2  0.8  1.37],[2.5042915 0.8875698 1.505195 ]
2768,[4.   4.   1.37],[3.8110466 4.0809712 1.0181406]
2769,[0.8  0.8  1.17],[0.73245174 1.0499988  1.3512789 ]
2770,[2.4  0.8  0.77],[2.0891755  0.57389724 1.3981721 ]
2771,[4.   4.   0.57],[3.7522435  4.1402073  0.51678437]
2772,[4.   2.4  0.17],[5.031267 2.023632 0.      ]
2773,[4.   4.   1.97],[3.8970726  4.1767826  0.91357213]
2774,[4.   3.2  0.97],[4.232925  3.2372146 1.3143117]
2775,[4.   1.6  0.97],[3.791454  1.6712832 0.6958597]
2776,[2.4  0.8  2.17],[2.3167534 0.6365274 1.6202855]
2777,[2.4  2.4  0.97],[2.5438104 2.2491713 1.6717534]
2778,[4.   2.4  1.97],[3.9412372 2.2592258 1.5690914]
2779,[3.2  1.6  1.77],[2.816538  2.2087543 1.8274269]
2780,[3.2  0.8  1.57],[2.4559655 0.973709  1.4758744]
2781,[1.6  0.8  0.57],[1.2732983  0.88331676 1.2467592 ]
2782,[2.4  2.4  1.97],[2.4198017 2.0514023 1.5158346]
2783,[1.6  1.6  2.17],[1.4885935 1.721832  1.4961486]
2784,[1.6  4.   0.77],[0.67599875 4.326107   0.9705118 ]
2785,[3.2  2.4  0.97],[2.9722672 2.3159158 1.3763268]
2786,[2.4  3.2  0.97],[2.4103825  3.2439194  0.56422836]
2787,[1.6  3.2  0.97],[2.102502  2.7404323 1.6607847]
2788,[2.4  2.4  0.97],[2.640648  2.1907587 1.910534 ]
2789,[3.2  4.   1.57],[3.208435  4.0703235 1.4271958]
2790,[4.   2.4  0.37],[3.594409  2.2795172 1.5000942]
2791,[4.   1.6  0.77],[3.1705418 1.4034283 1.032942 ]
2792,[2.4  0.8  1.97],[2.3797288 0.843742  1.3973262]
2793,[3.2  1.6  0.77],[3.096665  1.9804761 1.2616231]
2794,[4.   3.2  0.57],[3.6332483  3.242066   0.39673913]
2795,[3.2  1.6  0.17],[3.6989899 1.7276714 1.2889944]
2796,[3.2  0.8  0.17],[2.2585306 1.0223083 1.3928032]
2797,[4.   1.6  1.37],[3.6321008 1.594986  1.0548353]
2798,[3.2  3.2  1.57],[3.358764   3.9521427  0.17794871]
2799,[1.6  0.8  1.77],[1.2704935 0.88008   1.2478321]
2800,[2.4  0.8  0.77],[2.0551722  0.60732186 1.4264162 ]
2801,[0.8  3.2  0.17],[0.64962345 3.5293007  1.0640961 ]
2802,[2.4  1.6  0.57],[2.2120266 2.2568865 1.0887636]
2803,[4.   2.4  1.57],[4.139744  2.247612  1.6085818]
2804,[1.6  3.2  0.97],[1.7698047 2.7963963 1.609896 ]
2805,[0.8  3.2  0.17],[0.6452351 3.53686   1.0642385]
2806,[2.4  4.   0.77],[2.7566705  4.2361965  0.43876123]
2807,[0.8  4.   0.17],[0.37261033 4.006483   1.0730883 ]
2808,[3.2  3.2  0.37],[3.2378485 3.6626387 0.       ]
2809,[1.6  0.8  1.37],[1.270529   0.88781524 1.2468225 ]
2810,[1.6  2.4  1.37],[1.6390508 2.2929435 1.3671429]
2811,[1.6  0.8  1.77],[1.2705195 0.8761635 1.248333 ]
2812,[3.2  4.   1.97],[3.134988  4.0995193 1.0836371]
2813,[3.2  3.2  1.17],[3.489635  3.3313062 1.6500989]
2814,[2.4  4.   1.37],[2.4933226 3.8504443 0.7420075]
2815,[0.8  4.   1.17],[0.3430348 4.123585  1.1319729]
2816,[3.2  2.4  2.17],[3.020844  2.9967246 2.062243 ]
2817,[3.2  4.   0.57],[2.6611166  3.8384013  0.51106215]
2818,[1.6  4.   1.97],[0.65304106 4.590069   1.5133684 ]
2819,[4.   2.4  1.57],[3.7712235 2.2691724 1.5352693]
2820,[4.   2.4  0.37],[4.12304   2.2485893 1.6052588]
2821,[4.   3.2  0.17],[3.435123 3.180129 0.      ]
2822,[4.   0.8  1.77],[4.0687056 0.9189732 1.0280828]
2823,[1.6  1.6  1.77],[1.557079  1.7567763 1.5268462]
2824,[1.6  3.2  0.17],[1.4421264 2.9636912 1.5210224]
2825,[3.2  4.   1.17],[3.073544  3.9935825 1.4353743]
2826,[0.8  0.8  0.17],[0.758308  1.1124527 1.3371663]
2827,[1.6  0.8  0.37],[1.2746944 0.8987886 1.2444309]
2828,[2.4  2.4  0.97],[2.6116476 2.1779103 1.9642506]
2829,[4.   1.6  1.77],[2.6229684 1.8148943 1.6322957]
2830,[1.6  0.8  1.57],[1.2702419  0.88020647 1.2478744 ]
2831,[1.6  0.8  0.17],[1.2872111 0.996294  1.2288913]
2832,[3.2  0.8  1.37],[2.5059018 0.8906157 1.505813 ]
2833,[1.6  4.   1.17],[0.54097295 4.5106034  0.9801904 ]
2834,[2.4  0.8  0.57],[1.9463452 1.5838643 1.363938 ]
2835,[3.2  3.2  1.17],[3.484324  3.3246093 1.631954 ]
2836,[1.6  0.8  1.77],[1.2704719  0.87845993 1.2480469 ]
2837,[1.6  3.2  1.57],[2.2758806 2.301665  1.465798 ]
2838,[2.4  3.2  1.57],[2.3862858 3.2300768 0.6521064]
2839,[2.4  4.   0.37],[2.4020877 3.793493  0.5855738]
2840,[3.2  1.6  1.97],[1.0830166 2.548508  1.0790854]
2841,[3.2  3.2  0.57],[3.154295   3.1660664  0.04214966]
2842,[2.4  2.4  2.17],[2.4915698 2.4692302 1.9842894]
2843,[3.2  1.6  0.97],[3.6132941 1.5178107 1.1806362]
2844,[1.6  1.6  1.17],[1.5799909 1.7680852 1.5066155]
2845,[3.2  4.   1.57],[3.207323  4.1074543 1.4299959]
2846,[2.4  2.4  1.57],[2.285731  2.0166326 1.7375336]
2847,[3.2  3.2  0.77],[3.1281095  3.1899137  0.06319463]
2848,[2.4  1.6  1.97],[2.5048819 1.8600423 1.540597 ]
2849,[0.8  3.2  1.97],[1.2971218 2.4139209 1.0430776]
2850,[2.4  1.6  0.57],[1.9769365 2.4160461 0.885766 ]
2851,[2.4  1.6  1.57],[2.201369  1.9535939 1.1818597]
2852,[4.   3.2  2.17],[3.9073594 3.2424755 1.3860633]
2853,[2.4  0.8  1.37],[2.1081095 0.8010305 1.0829303]
2854,[4.   1.6  2.17],[4.3443956 1.4300957 2.1925063]
2855,[3.2  2.4  0.17],[2.0362601 2.3706772 1.19012  ]
2856,[4.   0.8  2.17],[3.739075  1.0967706 1.0298662]
2857,[2.4  0.8  1.57],[1.8833094  0.75982046 1.1855822 ]
2858,[0.8  4.   1.97],[0.7939119 4.4281235 1.3419362]
2859,[3.2  2.4  1.17],[3.0603156 2.3107646 1.393843 ]
2860,[2.4  1.6  0.57],[2.1349378 2.2650385 1.05716  ]
2861,[1.6  1.6  0.77],[1.5284004 1.9077001 1.044964 ]
2862,[1.6  0.8  2.17],[1.2695771 0.8920672 1.246494 ]
2863,[4.   2.4  1.17],[4.1148105 2.249071  1.6036217]
2864,[4.   3.2  0.37],[3.8206978 3.2338533 0.6278372]
2865,[1.6  2.4  1.17],[1.4043826 2.4076455 1.0644158]
2866,[4.   3.2  0.37],[3.9517777  3.2286394  0.81457865]
2867,[0.8  3.2  0.97],[0.7625748 3.334731  1.0604296]
2868,[1.6  3.2  1.57],[1.6336246 3.3856914 1.3624729]
2869,[3.2  3.2  1.17],[3.4920115 3.3326707 1.666995 ]
2870,[4.   2.4  0.17],[3.3650298 2.585159  0.       ]
2871,[2.4  3.2  1.17],[2.4042938  3.1554856  0.57478553]
2872,[3.2  1.6  2.17],[2.263739  2.0352378 1.7721026]
2873,[0.8  0.8  1.57],[0.7451277 1.0806166 1.3443602]
2874,[3.2  3.2  0.37],[3.1673598  3.4390721  0.00852478]
2875,[0.8  3.2  2.17],[0.76570547 3.4906852  1.0640167 ]
2876,[1.6  0.8  0.17],[1.2819835 0.9764521 1.2326784]
2877,[0.8  4.   0.77],[0.12238669 4.945032   1.3112968 ]
2878,[1.6  0.8  1.17],[1.2716388 0.8784274 1.247779 ]
2879,[2.4  1.6  2.17],[2.4827733 1.8082944 1.2145805]
2880,[3.2  2.4  1.17],[3.130194  2.3066761 1.4077444]
2881,[1.6  0.8  1.77],[1.2702677 0.8835453 1.2474362]
2882,[4.   0.8  0.17],[4.050192   0.92895913 1.028183  ]
2883,[1.6  4.   1.77],[0.73778045 4.392702   1.2477821 ]
2884,[1.6  2.4  0.77],[1.6502554 2.3932607 1.1133292]
2885,[0.8  3.2  1.37],[0.8183037 3.2387323 1.0586206]
2886,[0.8  2.4  0.77],[1.3799531 2.482132  1.1288236]
2887,[2.4  0.8  0.57],[2.0207212 1.6455495 1.4283041]
2888,[1.6  4.   0.97],[0.595129   4.4510193  0.97472167]
2889,[4.   4.   0.77],[3.9038503  4.226021   0.80007696]
2890,[2.4  2.4  1.37],[1.8101585 2.3943176 1.6476352]
2891,[1.6  2.4  1.37],[1.6414788 2.293437  1.3763909]
2892,[2.4  3.2  1.97],[2.7363527 3.5506992 1.6226083]
2893,[3.2  4.   0.57],[2.7759185 3.584151  0.5158572]
2894,[3.2  4.   0.17],[2.6589618 3.8865187 0.5049267]
2895,[2.4  1.6  0.37],[2.1910427 2.1555066 1.2264061]
2896,[1.6  0.8  1.37],[1.2713188  0.89919674 1.2451651 ]
2897,[2.4  4.   0.57],[2.6283689 4.0689826 0.5158436]
2898,[3.2  2.4  1.97],[2.9306173 2.8206365 1.8442726]
2899,[1.6  2.4  0.77],[1.8081069 2.3840256 1.1447318]
2900,[4.   0.8  1.97],[4.084894   0.91024137 1.0279953 ]
2901,[3.2  2.4  0.77],[2.944779  2.317524  1.3708584]
2902,[3.2  4.   2.17],[3.101421  3.9392033 1.5420914]
2903,[0.8  0.8  1.37],[0.7335949 1.05276   1.3506548]
2904,[4.   4.   0.97],[3.7819617 4.0513735 1.0462992]
2905,[3.2  0.8  1.37],[2.5017478  0.88582015 1.5041094 ]
2906,[4.   3.2  1.97],[3.8450034 3.30747   1.5668508]
2907,[4.   3.2  0.97],[4.2241745 3.2321048 1.2775021]
2908,[3.2  0.8  1.97],[2.5039408  0.89382875 1.5051733 ]
2909,[1.6  2.4  1.17],[1.4301771 2.3736613 1.2041931]
2910,[0.8  0.8  0.57],[0.7326861 1.0505649 1.351151 ]
2911,[3.2  1.6  0.17],[3.7478704 1.6820993 1.2805681]
2912,[4.   1.6  1.37],[3.8149989 1.573973  0.9075457]
2913,[2.4  1.6  0.57],[2.1413212 2.2316937 1.1026237]
2914,[2.4  3.2  1.97],[2.2904053 2.48356   1.42991  ]
2915,[3.2  3.2  0.17],[3.42177   3.4397578 0.       ]
2916,[1.6  4.   1.97],[0.8643658 4.5161333 1.6572537]
2917,[1.6  2.4  1.57],[1.5149171 2.3416126 1.2738894]
2918,[2.4  1.6  0.37],[2.2346544 1.9992563 1.4673765]
2919,[0.8  1.6  0.57],[0.9083872 1.4749589 1.2552519]
2920,[1.6  4.   0.37],[0.541233   4.4987493  0.98143774]
2921,[2.4  2.4  0.37],[2.7909527 2.4125853 0.5230111]
2922,[0.8  2.4  0.37],[1.303772  2.4193974 1.0499618]
2923,[0.8  2.4  0.37],[1.7130418 2.3895874 1.1258197]
2924,[3.2  0.8  0.97],[2.1972425 0.9874543 1.3366594]
2925,[0.8  3.2  1.37],[0.8750233 3.1410272 1.0567794]
2926,[0.8  3.2  1.57],[1.4313805 2.7330782 1.52067  ]
2927,[1.6  0.8  0.17],[1.2877897 1.0292754 1.2244872]
2928,[3.2  3.2  1.57],[3.3520248  3.9533591  0.29817975]
2929,[3.2  3.2  2.17],[3.4068873 3.264252  1.5182511]
2930,[0.8  4.   1.77],[0.9619762 3.1397262 1.1109596]
2931,[1.6  1.6  2.17],[1.0996658 1.3599224 1.3101938]
2932,[2.4  3.2  0.77],[2.251364  3.02679   0.6568112]
2933,[2.4  0.8  2.17],[2.30999    0.64559984 1.6594232 ]
2934,[4.   4.   0.77],[3.8816302  4.1970215  0.77698827]
2935,[3.2  2.4  1.77],[2.9434664 2.3556535 1.4066764]
2936,[0.8  3.2  0.57],[0.66388065 3.5047414  1.0636333 ]
2937,[4.   0.8  2.17],[3.0301037 1.4859391 1.0338564]
2938,[2.4  2.4  0.17],[2.6153421 2.4319057 0.8463668]
2939,[0.8  0.8  2.17],[0.75637585 1.1077858  1.3382208 ]
2940,[0.8  2.4  0.77],[1.3664525 2.4710143 1.1148479]
2941,[1.6  1.6  1.77],[1.6218804 1.8244197 1.5565293]
2942,[4.   0.8  0.17],[4.075157  0.9154935 1.0280479]
2943,[3.2  0.8  1.97],[2.5035057  0.89475214 1.5050906 ]
2944,[3.2  4.   0.97],[2.9763618  4.0486255  0.73735946]
2945,[4.   3.2  0.57],[3.407888   3.2510972  0.14546204]
2946,[4.   4.   1.77],[3.786684  4.053872  1.0489249]
2947,[4.   3.2  0.97],[4.14584   3.2246315 1.199966 ]
2948,[0.8  0.8  2.17],[0.7557141 1.1061875 1.338582 ]
2949,[1.6  3.2  2.17],[1.6518936 3.352297  1.4144946]
2950,[0.8  1.6  1.37],[0.8391698 1.307769  1.2930313]
2951,[0.8  3.2  1.37],[0.85824835 3.1699238  1.0573239 ]
2952,[2.4  2.4  1.57],[1.6758524 2.7407641 1.7656401]
2953,[2.4  2.4  1.17],[2.4746735 2.1834779 1.9471427]
2954,[1.6  0.8  2.17],[1.2697366 0.8902631 1.2466904]
2955,[0.8  3.2  0.37],[0.6420876 3.542282  1.0643407]
2956,[0.8  4.   0.37],[0.31528908 4.1052246  1.074949  ]
2957,[4.   0.8  1.77],[4.1118574  0.89569795 1.0278494 ]
2958,[4.   4.   0.77],[3.8815446  4.221024   0.75416267]
2959,[4.   3.2  2.17],[3.9928405 3.2379363 1.4275506]
2960,[3.2  3.2  1.37],[3.496015  3.335542  1.6887224]
2961,[1.6  1.6  1.77],[1.6138452 1.81813   1.5550512]
2962,[3.2  1.6  1.77],[2.6468236 2.1387334 2.1251478]
2963,[4.   0.8  1.77],[4.0987206 0.9027839 1.0279205]
2964,[4.   0.8  0.57],[4.0685678 0.9190476 1.0280837]
2965,[3.2  1.6  1.57],[2.6057372 2.173694  1.9819902]
2966,[0.8  1.6  2.17],[0.7747842 1.1522499 1.3281734]
2967,[3.2  2.4  2.17],[2.9803843 2.9514828 2.0064662]
2968,[2.4  1.6  0.57],[2.0232568 2.3810618 0.8744533]
2969,[1.6  1.6  0.57],[1.5024931 1.8697522 1.0567214]
2970,[3.2  2.4  0.17],[2.239272  2.3588    1.2305067]
2971,[4.   0.8  0.57],[4.085662  0.9098275 1.0279912]
2972,[4.   1.6  0.97],[3.7900887  1.6709875  0.69538987]
2973,[4.   0.8  1.17],[4.0850253 0.9101707 1.0279946]
2974,[1.6  0.8  0.77],[1.2745867 0.9235835 1.2412465]
2975,[3.2  2.4  1.77],[3.0497432 2.311383  1.3917398]
2976,[1.6  3.2  1.17],[2.0342097 3.1794653 1.5710745]
2977,[4.   1.6  1.77],[2.7119453 1.7990277 1.5661603]
2978,[3.2  0.8  2.17],[2.5159879 0.8884125 1.5113964]
2979,[1.6  1.6  0.77],[1.5474764 1.9295883 1.0378749]
2980,[0.8  1.6  0.57],[0.9123609 1.4845572 1.2530831]
2981,[3.2  1.6  0.17],[3.6359487 1.7389804 1.2796916]
2982,[1.6  2.4  1.97],[1.7680312 2.3863702 1.1367592]
2983,[2.4  1.6  0.97],[2.302267  2.0897152 1.3421339]
2984,[4.   0.8  1.17],[4.0869613 0.9091265 1.0279841]
2985,[4.   1.6  0.17],[3.7741916 1.6688555 0.7052319]
2986,[0.8  3.2  0.17],[0.65168405 3.525751   1.0640292 ]
2987,[3.2  2.4  0.37],[2.1886597 2.361761  1.220438 ]
2988,[0.8  1.6  0.77],[0.8851676 1.4188735 1.2679254]
2989,[4.   0.8  0.57],[4.077626  0.9141617 1.0280346]
2990,[1.6  4.   1.37],[0.58539987 4.395811   0.9829609 ]
2991,[3.2  4.   1.77],[3.2716157 4.1835933 1.3240582]
2992,[1.6  4.   2.17],[1.1382668 4.246343  1.8244836]
2993,[4.   4.   1.57],[3.8470547  4.120614   0.97785354]
2994,[1.6  2.4  0.37],[1.3300729 2.411993  1.0496328]
2995,[2.4  3.2  1.77],[2.433029  3.2890182 1.0849513]
2996,[0.8  3.2  0.17],[0.6502727 3.5281825 1.064075 ]
2997,[2.4  2.4  1.97],[2.3670788 2.0830626 1.4809532]
2998,[4.   2.4  1.97],[4.1744566 2.2455812 1.6154876]
2999,[4.   1.6  2.17],[3.6031685 1.8283368 2.1087837]
3000,[4.   3.2  0.97],[4.233841  3.2355185 1.2905115]
3001,[1.6  3.2  1.77],[1.7208408 3.061179  1.3140852]
3002,[3.2  0.8  1.37],[2.510089  0.8819363 1.5073284]
3003,[4.   0.8  0.57],[4.063822   0.92160773 1.0281093 ]
3004,[1.6  4.   1.77],[0.693557  4.4222775 1.1907265]
3005,[0.8  0.8  0.57],[0.73303056 1.0513968  1.3509629 ]
3006,[1.6  4.   0.17],[0.734448  4.1976824 0.9716686]
