,Actual,Predicted
99,[1.6  0.8  2.17],[1.26964    0.88923943 1.2468455 ]
100,[1.6  4.   0.37],[0.56685174 4.4768753  0.97815573]
101,[3.2  1.6  0.57],[3.4218678 1.2678671 1.0315824]
102,[0.8  4.   0.37],[0.8169936 3.2409892 1.0586631]
103,[2.4  3.2  1.37],[2.3940415 3.1897526 0.5739747]
104,[0.8  1.6  0.37],[1.0214353 1.7480187 1.1935494]
105,[0.8  0.8  0.97],[0.7374778 1.0621388 1.3485357]
106,[0.8  3.2  0.17],[0.6905153 3.4588604 1.0627687]
107,[2.4  3.2  0.77],[2.3484287 3.1266274 0.6020523]
108,[3.2  1.6  0.57],[3.3838456 1.4443526 1.0980699]
109,[4.   3.2  1.17],[4.338916  3.266478  1.3622756]
110,[3.2  3.2  1.37],[3.4911025 3.3298557 1.6711855]
111,[4.   1.6  1.97],[2.592103  2.44214   1.6090426]
112,[2.4  3.2  0.17],[2.251713   2.9272008  0.67127204]
113,[1.6  0.8  1.17],[1.2708586  0.87143457 1.2488661 ]
114,[3.2  4.   0.37],[2.7999473  4.290229   0.42084277]
115,[4.   1.6  0.17],[3.735926   1.6798116  0.70922756]
116,[3.2  4.   0.17],[2.702224   3.9963832  0.48070765]
117,[4.   2.4  0.17],[4.0444345 2.1608942 0.       ]
118,[0.8  4.   1.17],[0.34874624 4.2911186  1.2870919 ]
119,[0.8  0.8  1.57],[0.7358009 1.0580885 1.3494508]
120,[0.8  0.8  1.57],[0.7439915 1.0778722 1.3449804]
121,[0.8  2.4  0.17],[2.2720697 2.3568811 1.2370313]
122,[3.2  2.4  1.57],[2.9980001 2.3144102 1.3814461]
123,[1.6  1.6  0.57],[1.4314697 1.7762768 1.0871575]
124,[4.   1.6  1.77],[2.4263587 1.9183853 1.6202252]
125,[0.8  0.8  0.57],[0.734116  1.0540186 1.3503705]
126,[3.2  0.8  1.37],[2.5139837 0.8763485 1.509552 ]
127,[4.   1.6  1.97],[2.7964754 2.314572  1.6806741]
128,[1.6  3.2  0.17],[1.5291414 2.621446  1.567204 ]
129,[2.4  1.6  1.17],[2.4428554 2.043874  1.43472  ]
130,[2.4  2.4  1.37],[1.864708  2.3347597 1.6566954]
131,[1.6  0.8  0.37],[1.2728736  0.88397217 1.2467734 ]
132,[0.8  0.8  1.57],[0.73723555 1.0615537  1.3486679 ]
133,[3.2  3.2  1.57],[3.1685033  3.8204203  0.45019126]
134,[3.2  3.2  2.17],[3.382032  3.236312  1.4516242]
135,[0.8  2.4  1.77],[1.8041235 2.3842585 1.1439393]
136,[4.   1.6  0.57],[3.8256433  1.665127   0.68245894]
137,[3.2  3.2  0.57],[2.7389932  4.0303464  0.46683234]
138,[4.   0.8  2.17],[3.4643822 1.2449355 1.0313524]
139,[4.   1.6  0.97],[3.788112   1.6706992  0.69591343]
140,[2.4  1.6  1.57],[2.3123963 1.9428416 1.4332712]
141,[1.6  3.2  1.37],[1.5030786 3.3757312 1.4723792]
142,[3.2  3.2  1.77],[3.5259826 3.8074057 0.4368642]
143,[0.8  4.   1.17],[0.38312143 4.1502614  1.2144909 ]
144,[1.6  4.   1.17],[0.5298861  4.520561   0.98155665]
145,[0.8  0.8  1.57],[0.73701763 1.0610274  1.3487867 ]
146,[4.   4.   1.57],[3.7743466 4.0409527 1.0601183]
147,[1.6  1.6  0.77],[1.716575  2.0428522 1.0137845]
148,[2.4  4.   0.97],[2.4248915  3.76084    0.78454906]
149,[1.6  0.8  0.17],[1.2932148 1.057058  1.2196261]
150,[4.   1.6  0.77],[3.1827936 1.39682   1.0328758]
151,[2.4  1.6  2.17],[2.4490316 1.8715556 1.4453884]
152,[4.   0.8  1.57],[4.0911674  0.90685785 1.0279614 ]
153,[2.4  2.4  0.77],[2.1579766 2.265644  1.794106 ]
154,[1.6  2.4  1.37],[1.6197214 2.3163095 1.4337106]
155,[2.4  1.6  2.17],[2.423705  1.5442626 1.0967864]
156,[1.6  1.6  0.17],[1.5552629 1.9419677 1.0334451]
157,[1.6  1.6  0.37],[1.5130528 1.884877  1.0537235]
158,[3.2  2.4  1.97],[2.9393675 2.8237305 1.8494321]
159,[0.8  2.4  1.37],[1.2971218 2.4139209 1.0430776]
160,[0.8  2.4  1.37],[1.2971218 2.4139209 1.0430776]
161,[1.6  3.2  0.17],[1.4293972 2.7712162 1.5511361]
162,[1.6  1.6  1.17],[1.630075  1.8143723 1.5213012]
163,[2.4  4.   1.57],[2.3374462 3.5713143 1.0947225]
164,[2.4  1.6  0.57],[2.1692412 2.229164  1.1131163]
165,[0.8  1.6  0.97],[0.8159469 1.2516756 1.3057065]
166,[0.8  3.2  1.97],[1.4967382 2.3107371 1.0650403]
167,[1.6  2.4  1.37],[1.8707521 2.164302  1.3470625]
168,[0.8  3.2  0.97],[0.9644279 2.987019  1.0538772]
169,[1.6  0.8  2.17],[1.2693957 0.9009322 1.2453889]
170,[0.8  3.2  0.17],[0.6758536 3.4841168 1.0632447]
171,[4.   2.4  1.77],[4.039259  2.253491  1.5885916]
172,[3.2  0.8  1.57],[2.220426  1.8830042 1.5575799]
173,[2.4  0.8  1.57],[1.8516947 1.1469401 1.0777845]
174,[0.8  3.2  1.97],[1.6509324 2.243458  1.1458242]
175,[1.6  4.   1.17],[0.56182283 4.486969   0.97816145]
176,[4.   1.6  1.57],[2.4727385 1.8958793 1.6328694]
177,[1.6  0.8  1.57],[1.2702444 0.8868326 1.2470161]
178,[3.2  4.   2.17],[3.0057201 3.9819121 1.9280428]
179,[1.6  1.6  1.57],[1.6407133 1.8427362 1.5494409]
180,[2.4  0.8  1.57],[2.0027125 0.8586074 1.0798985]
181,[3.2  1.6  1.57],[2.8588994 2.1478896 2.0779307]
182,[0.8  0.8  2.17],[0.9462837 1.0324863 1.3036919]
183,[1.6  3.2  0.57],[1.5438831 3.3007584 1.4545331]
184,[2.4  2.4  1.57],[2.347881  2.3736439 2.1678505]
185,[1.6  4.   1.57],[0.67886716 4.343048   1.1075572 ]
186,[2.4  1.6  1.77],[2.5144472 1.9313047 1.6223166]
187,[1.6  4.   1.97],[0.8521249 4.498862  1.6236068]
188,[0.8  4.   0.77],[0.        4.8836894 1.2663788]
189,[2.4  0.8  0.77],[2.1432734 0.5992954 1.4848001]
190,[2.4  4.   1.17],[2.3861413 3.686266  0.8899075]
191,[4.   0.8  1.97],[4.0808563 0.9124192 1.0280172]
192,[2.4  3.2  0.17],[2.2716835 2.9821162 0.6547413]
193,[4.   4.   0.77],[3.897162   4.221067   0.79937977]
194,[2.4  0.8  1.57],[1.8452126 1.2414201 1.067066 ]
195,[1.6  4.   0.37],[0.55825305 4.482659   0.9794289 ]
196,[2.4  4.   0.57],[2.591993   4.0305934  0.50694484]
197,[1.6  2.4  0.17],[1.6967038 2.3905432 1.1225694]
198,[2.4  1.6  1.57],[2.040063  1.9957099 0.9522692]
199,[0.8  3.2  1.17],[0.800264  3.2770813 1.0655749]
200,[4.   4.   0.97],[3.8344834  4.111433   0.97596854]
201,[0.8  3.2  1.17],[1.0842865 2.7805507 1.0499865]
202,[4.   1.6  0.97],[3.772084   1.6720867  0.70994234]
203,[4.   3.2  0.37],[3.9553425  3.2287388  0.83326685]
204,[4.   2.4  1.77],[4.0100193 2.2552016 1.5827748]
205,[0.8  2.4  0.37],[1.2971218 2.4139209 1.0430776]
206,[4.   0.8  1.77],[3.743968  1.0941315 1.0298398]
207,[3.2  2.4  1.57],[3.0956674 2.3915708 1.4794518]
208,[4.   3.2  0.57],[3.699751   3.2384377  0.51069105]
209,[1.6  2.4  1.37],[1.6074361 2.3135157 1.3853915]
210,[1.6  4.   0.97],[0.5985533 4.4470983 0.9743927]
211,[4.   2.4  0.77],[4.247941  2.241282  1.6301063]
212,[3.2  4.   2.17],[2.9926758 4.018322  1.7245021]
213,[3.2  3.2  1.37],[3.4901702 3.3284864 1.6672966]
214,[2.4  0.8  2.17],[2.3097916 0.7616924 1.6887821]
215,[1.6  4.   2.17],[1.1929922 4.147262  1.8274982]
216,[3.2  1.6  1.77],[2.8074918 2.1984103 1.8707088]
217,[4.   1.6  1.77],[2.5897775 1.83264   1.631669 ]
218,[1.6  3.2  1.17],[1.7585752 3.3092914 1.5140727]
219,[2.4  4.   1.57],[2.4011283 3.6748605 0.9863931]
220,[0.8  3.2  1.37],[0.7954405 3.2781165 1.0593628]
221,[2.4  0.8  1.57],[1.8107525 1.100209  1.0933791]
222,[0.8  4.   1.37],[0.23842084 4.6053762  1.3994316 ]
223,[1.6  4.   0.17],[0.54487085 4.50822    0.979587  ]
224,[2.4  2.4  0.17],[2.6340108  2.627559   0.35034645]
225,[1.6  3.2  1.77],[1.6027691 3.1794229 1.4049113]
226,[1.6  4.   2.17],[1.0275104 4.278176  1.7244296]
227,[4.   2.4  0.17],[3.9937823 2.3773794 0.       ]
228,[1.6  1.6  1.97],[1.2971218 2.4139209 1.0430776]
229,[1.6  2.4  0.97],[2.5761561 2.3390903 1.2975255]
230,[3.2  4.   0.17],[2.7201674  3.9884     0.47670937]
231,[4.   2.4  0.97],[4.1940784 2.2444332 1.619391 ]
232,[4.   1.6  1.57],[2.1094503 2.072236  1.5341899]
233,[2.4  0.8  2.17],[2.39814   0.8329669 1.4273458]
234,[2.4  1.6  0.97],[2.266196  2.1423573 1.2587615]
235,[0.8  2.4  0.97],[1.3225234 2.4348388 1.069373 ]
236,[0.8  4.   1.97],[0.79901683 4.457716   1.3920009 ]
237,[1.6  4.   1.17],[0.526029  4.5210514 0.9823594]
238,[3.2  3.2  1.57],[3.1409624  3.801713   0.49637282]
239,[1.6  1.6  1.97],[1.2261324 1.464742  1.3738251]
240,[0.8  4.   0.77],[0.06905735 4.5293837  1.0829419 ]
241,[0.8  0.8  0.17],[0.76321644 1.1243088  1.3344872 ]
242,[4.   3.2  1.37],[4.179131  3.28106   1.4219489]
243,[4.   0.8  1.17],[4.0928802  0.90593374 1.0279521 ]
244,[2.4  3.2  0.57],[2.3231583 3.0647507 0.6213462]
245,[0.8  4.   0.77],[0.11537755 4.4495926  1.0814383 ]
246,[4.   3.2  0.57],[3.9240832 3.230986  0.8055201]
247,[1.6  2.4  1.97],[1.5909822 2.3967285 1.1015375]
248,[3.2  4.   0.57],[2.7564127  3.597972   0.51895314]
249,[3.2  2.4  0.37],[2.3734732 2.3509486 1.2572043]
250,[0.8  2.4  1.37],[1.2971218 2.4139209 1.0430776]
251,[1.6  2.4  0.57],[1.2971218 2.4139209 1.0430776]
252,[3.2  1.6  2.17],[2.2076669 2.0585117 1.7365049]
253,[4.   0.8  1.97],[4.085828  0.9097378 1.0279902]
254,[2.4  1.6  1.37],[2.5341358 2.014414  1.499986 ]
255,[0.8  3.2  0.17],[0.64658225 3.5345397  1.0641948 ]
256,[3.2  2.4  1.57],[3.0589337 2.3108454 1.3935682]
257,[2.4  4.   1.17],[2.1429825 3.3239646 1.1907811]
258,[1.6  3.2  1.57],[1.7689502 2.3867204 1.1610157]
259,[4.   0.8  2.17],[3.705649  1.1148001 1.030047 ]
260,[2.4  1.6  0.17],[2.3397899 1.819433  0.8769376]
261,[3.2  1.6  0.57],[3.1332698 1.5204532 1.07433  ]
262,[3.2  4.   0.57],[2.7396426  4.120877   0.45643252]
263,[3.2  4.   1.17],[3.0705085 3.91109   1.500829 ]
264,[3.2  2.4  0.77],[2.9928422 2.314712  1.3804201]
265,[4.   4.   1.97],[3.8568487 4.132038  0.9611438]
266,[1.6  2.4  1.37],[1.746518  2.2310646 1.3464642]
267,[0.8  0.8  2.17],[0.7568714 1.1089828 1.3379505]
268,[0.8  1.6  1.77],[0.8713945 1.3856056 1.2754428]
269,[3.2  4.   0.77],[2.8794546  3.5505743  0.49372482]
270,[0.8  0.8  0.17],[0.87331337 1.0702127  1.3158212 ]
271,[4.   0.8  2.17],[3.4387236 1.2587755 1.0314912]
272,[1.6  4.   0.77],[0.62982935 4.399829   0.9726501 ]
273,[4.   4.   1.77],[3.770991  4.0365386 1.0678297]
274,[4.   1.6  1.77],[3.411054   1.7268593  0.93787885]
275,[4.   2.4  0.57],[4.270212  2.239979  1.6345369]
276,[2.4  2.4  1.17],[2.5531976 2.073477  1.8215313]
277,[4.   2.4  0.57],[4.1555605 2.2466867 1.6117283]
278,[0.8  2.4  1.57],[1.2971218 2.4139209 1.0430776]
279,[0.8  0.8  0.17],[0.93335295 1.0393057  1.3058239 ]
280,[0.8  1.6  0.97],[0.96496713 1.611624   1.2243701 ]
281,[2.4  0.8  0.37],[1.9338727 0.9630747 1.0824255]
282,[4.   4.   0.37],[3.8139298 4.1802707 0.7364423]
283,[4.   3.2  2.17],[4.099004  3.2263627 1.3529985]
284,[3.2  0.8  0.57],[2.4496791 0.8917419 1.4735774]
285,[0.8  1.6  0.97],[0.97618324 1.6387156  1.2182484 ]
286,[2.4  3.2  0.77],[2.2396128 3.0957155 0.6511432]
287,[2.4  4.   1.37],[2.3745792 3.6976912 0.8065155]
288,[0.8  0.8  1.37],[0.7376138 1.0624673 1.3484614]
289,[2.4  2.4  1.57],[1.6149046 2.57719   1.6254328]
290,[3.2  1.6  0.17],[3.6505497 1.746614  1.2862031]
291,[2.4  2.4  0.17],[2.5470135 2.4273622 0.8387245]
292,[1.6  4.   1.17],[0.598184   4.4226933  0.97716165]
293,[4.   4.   0.17],[3.7296553 4.1386204 0.5771027]
294,[4.   0.8  2.17],[3.5524576 1.1974291 1.0308759]
295,[0.8  4.   0.17],[0.4805079 3.820619  1.0695858]
296,[0.8  4.   0.57],[0.3288648 4.0818396 1.0745083]
297,[0.8  0.8  0.57],[0.7349115 1.0559402 1.3499362]
298,[1.6  3.2  0.57],[1.5209154 3.3748112 1.4499636]
299,[0.8  0.8  0.17],[0.9427192 1.0343521 1.3042815]
300,[1.6  2.4  1.57],[1.5481153 2.3297458 1.3047316]
301,[3.2  1.6  1.77],[2.364791  2.1256588 2.1140335]
302,[3.2  2.4  0.57],[2.9446375 2.3175323 1.3708303]
303,[4.   1.6  0.57],[3.8251255  1.6654041  0.68222487]
304,[3.2  4.   0.17],[2.7610323 4.085164  0.4546244]
305,[2.4  3.2  1.17],[2.349832  3.0948772 0.6059547]
306,[3.2  1.6  0.37],[3.3452303 1.8925307 1.2798797]
307,[2.4  0.8  1.77],[2.1797895 0.5619048 1.5497258]
308,[0.8  2.4  0.17],[3.8571036 2.264148  1.5523541]
309,[4.   0.8  0.97],[4.089575  0.9077169 1.02797  ]
310,[2.4  1.6  1.57],[2.065885  1.9903337 0.9960164]
311,[4.   4.   1.37],[3.736008  3.998949  1.1076825]
312,[1.6  0.8  2.17],[1.26967   0.8944998 1.2461575]
313,[0.8  0.8  1.77],[0.75001186 1.092414   1.3416944 ]
314,[3.2  3.2  0.57],[3.017426  3.3524723 0.1300059]
315,[0.8  1.6  0.17],[1.4208894 1.940312  1.0755275]
316,[0.8  3.2  1.97],[1.2971218 2.4139209 1.0430776]
317,[1.6  4.   1.37],[0.47748518 4.5681686  0.98795414]
318,[1.6  0.8  0.17],[1.2934322 1.0829159 1.2162282]
319,[0.8  3.2  1.57],[1.0592111 3.103829  1.2960379]
320,[4.   1.6  1.77],[3.4814498  1.7120259  0.92823845]
321,[1.6  3.2  0.37],[1.573537  3.518414  1.4382808]
322,[4.   2.4  1.17],[4.318366  2.2371616 1.6441165]
323,[4.   2.4  0.37],[4.2791667 2.239455  1.6363182]
324,[0.8  2.4  0.77],[1.3298371 2.4408617 1.0769441]
325,[4.   1.6  1.97],[2.4778435 2.4777443 1.6807749]
326,[4.   4.   1.97],[3.8532364 4.1274223 0.969688 ]
327,[2.4  0.8  0.97],[2.125774  0.8886404 1.3814855]
328,[4.   0.8  1.37],[4.0866566 0.9092908 1.0279858]
329,[3.2  3.2  1.17],[3.4752777 3.3136287 1.5960051]
330,[4.   4.   1.17],[3.7602897 4.0257125 1.0757926]
331,[2.4  4.   0.37],[2.5491564  3.9698694  0.54937375]
332,[3.2  0.8  2.17],[2.4854846 1.2489278 1.5685265]
333,[2.4  2.4  0.57],[2.5312617 2.2773447 1.5819333]
334,[3.2  0.8  0.57],[2.4414992 0.8964524 1.4705167]
335,[0.8  3.2  1.17],[0.98995465 3.1885104  1.2679734 ]
336,[0.8  2.4  0.77],[1.3746117 2.4777334 1.1232944]
337,[0.8  1.6  1.77],[0.8205221 1.2627268 1.3032093]
338,[4.   0.8  0.37],[4.0813065 0.9121766 1.0280147]
339,[4.   4.   2.17],[3.6211216 3.8754575 1.2316841]
340,[0.8  3.2  1.57],[1.3299775 3.0037193 1.6079869]
341,[4.   4.   0.97],[3.8228953 4.096219  0.9936566]
342,[1.6  4.   1.97],[0.66122794 4.591549   1.4357501 ]
343,[0.8  4.   1.77],[0.93332964 3.0405889  1.0548867 ]
344,[2.4  3.2  1.37],[2.3845284 3.1983337 0.5762023]
345,[0.8  2.4  0.17],[2.06231   2.3691533 1.1953022]
346,[4.   1.6  1.97],[2.3602605 2.5524814 1.5588827]
347,[3.2  0.8  1.17],[2.4684172  0.94992983 1.4830682 ]
348,[4.   1.6  0.77],[3.2130716 1.3804884 1.032712 ]
349,[4.   0.8  1.97],[4.0701838 0.9181762 1.0280749]
350,[0.8  1.6  0.57],[0.97892904 1.6453478  1.2167497 ]
351,[1.6  4.   0.97],[0.60210925 4.4412193  0.9742502 ]
352,[4.   3.2  0.77],[4.157743  3.2239316 1.1901879]
353,[2.4  3.2  0.97],[2.777226   3.5082555  0.23409283]
354,[2.4  0.8  0.17],[2.0542176 1.266573  1.0150816]
355,[3.2  1.6  2.17],[2.185683  2.0750737 1.7606332]
356,[2.4  0.8  0.17],[1.9328675 1.015369  1.0758907]
357,[2.4  4.   0.37],[2.4384406  3.835917   0.58062565]
358,[0.8  1.6  0.77],[0.8801975 1.4068687 1.2706381]
359,[1.6  2.4  0.17],[2.0121574 2.3720875 1.185325 ]
360,[0.8  3.2  1.17],[0.8949184 3.1205173 1.0681827]
361,[1.6  0.8  1.37],[1.2708421  0.89468324 1.2458605 ]
362,[2.4  2.4  1.97],[2.3514593 2.0880985 1.4781346]
363,[0.8  4.   1.97],[0.6856576 4.543469  1.2987527]
364,[1.6  4.   0.37],[0.5118303  4.545561   0.98281467]
365,[0.8  4.   1.97],[0.59909624 4.547869   1.1416271 ]
366,[2.4  0.8  2.17],[2.3203425 0.8033074 1.6844158]
367,[0.8  2.4  2.17],[1.2971218 2.4139209 1.0430776]
368,[1.6  2.4  2.17],[1.6629634 2.392517  1.1158572]
369,[3.2  1.6  0.37],[3.3959289 1.8570812 1.2761618]
370,[1.6  3.2  1.37],[1.4825736 3.3460371 1.4746968]
371,[0.8  2.4  0.57],[1.3702383 2.4741318 1.118767 ]
372,[1.6  4.   1.17],[0.5244789  4.527952   0.98194396]
373,[1.6  2.4  0.97],[2.7565885 2.3285341 1.3334203]
374,[4.   2.4  0.37],[3.9387825 2.2593694 1.568603 ]
375,[1.6  3.2  0.77],[2.1259851 2.102377  1.7203455]
376,[0.8  4.   2.17],[0.4585448 4.300098  1.4569974]
377,[2.4  1.6  1.57],[2.166093  1.9380794 1.0050404]
378,[3.2  2.4  0.77],[2.986672  2.315073  1.3791926]
379,[3.2  0.8  1.97],[2.4899373 0.9197571 1.4972843]
380,[3.2  2.4  0.37],[2.2336795 2.359127  1.2293941]
381,[3.2  3.2  0.17],[3.096345   3.388362   0.03831637]
382,[1.6  1.6  0.97],[1.377963  1.6002159 1.3236703]
383,[4.   2.4  0.37],[3.2296047 2.3008602 1.427521 ]
384,[4.   4.   0.57],[3.724793   4.1448994  0.48335487]
385,[3.2  0.8  0.77],[2.4350724 1.0045592 1.4614699]
386,[3.2  4.   0.57],[2.793085  3.4742916 0.5263151]
387,[3.2  1.6  0.37],[3.472783  1.7665114 1.2548743]
388,[0.8  1.6  1.77],[0.8206173 1.2629566 1.3031574]
389,[4.   1.6  0.37],[3.8208697  1.666087   0.68373847]
390,[0.8  1.6  0.77],[0.9570834 1.5925813 1.2286732]
391,[1.6  1.6  1.17],[1.6471179 1.8396912 1.5244752]
392,[2.4  4.   1.57],[2.3730817 3.6323943 1.0234076]
393,[0.8  4.   0.17],[0.31603765 4.1039352  1.0749247 ]
394,[0.8  0.8  2.17],[0.75689876 1.1090488  1.3379354 ]
395,[1.6  3.2  0.77],[1.955473  2.2406807 1.7010765]
396,[0.8  0.8  0.97],[0.7343441 1.0545696 1.350246 ]
397,[1.6  4.   0.37],[0.6774596 4.2927823 0.9738563]
398,[1.6  4.   1.37],[0.49062508 4.5548887  0.9864977 ]
399,[4.   2.4  0.37],[3.0016255 2.3141983 1.3821673]
400,[1.6  4.   1.57],[0.57658947 4.4648623  1.0531679 ]
401,[1.6  3.2  1.57],[2.4163315 2.2915847 1.5014639]
402,[2.4  0.8  1.37],[2.0811157 0.661142  1.2493963]
403,[1.6  2.4  1.17],[1.5056888 2.3508132 1.2956296]
404,[1.6  2.4  0.17],[2.5236952 2.3421597 1.2870891]
405,[3.2  4.   0.97],[3.0641885 4.244733  1.2068164]
